L,n,rmse_h_fwls,rmse_h_oracle,rmse_ratio,rmse_h_gap,mean_abs_q_gap
20,200,0.00838226089244573,0.00838398940508325,0.9997938317244923,0.0002563124474524826,0.2040813435171643
20,500,0.005344689184765796,0.005340889138093904,1.0007115007583265,0.00010826783377549442,0.13367550573791273
20,1000,0.0037551589734442833,0.0037537176992974023,1.0003839591206207,5.4718377287646485e-05,0.09526118117471978
20,2000,0.002648241985978193,0.0026478350973581006,1.000153668414056,2.6178713057239982e-05,0.06439200824281864
20,5000,0.0016981742414291896,0.0016982564662063491,0.9999515828269783,1.0397732400940648e-05,0.041233536970090016
