lag_count,sample_size,H,zeta,delta,radius,identifiability_score,lower,upper,empirical_hit_rate,gaussian_hit_rate
3,50,0.3,0.5,0.01,0.3604668308553724,0.09199696117491614,993.229650842596,2060.6132931867573,0.078,0.07329954601450339
3,50,0.3,0.5,0.02,0.5068540061458144,0.12935733424930804,857.9748028480076,2406.5723961128174,0.111,0.10292509370067049
3,50,0.3,0.5,0.05,0.7918105639674713,0.20208285333312864,645.2373114940788,3284.7777863301776,0.173,0.16014804761456336
3,50,0.3,1.0,0.005,0.2558914659168278,0.1431426421550916,463.63763880582763,776.909818790891,0.113,0.11382247188913852
3,50,0.3,1.0,0.01,0.3604668308553724,0.2016408573573978,417.6016264586188,866.3811657324479,0.151,0.15980249831877869
3,50,0.3,1.0,0.02,0.5068540061458144,0.283528101910935,360.7339680464511,1011.8390504699054,0.213,0.22322795714186183
3,50,0.3,1.0,0.05,0.7918105639674713,0.4429294107426639,271.28887111165767,1381.0789327150392,0.331,0.3421832065019714
3,50,0.3,2.0,0.005,0.2558914659168278,0.3166487227596009,194.93561422425847,326.6503407983366,0.24,0.24848983875475894
3,50,0.3,2.0,0.01,0.3604668308553724,0.4460538032348997,175.57985534658664,364.26840825387484,0.342,0.3444416182241823
3,50,0.3,2.0,0.02,0.5068540061458144,0.6271982267819142,151.66995029525432,425.4259151769328,0.454,0.46947069456792967
3,50,0.3,2.0,0.05,0.7918105639674713,0.9798130736776983,114.06291960800993,580.6721618512512,0.662,0.6728216025124711
3,50,0.3,4.0,0.005,0.2558914659168278,0.7084097078153089,81.96032960322998,137.3395503093627,0.515,0.521309134383364
3,50,0.3,4.0,0.01,0.3604668308553724,0.9979160555763261,73.82223547585522,153.15599934543,0.696,0.6816799342173816
3,50,0.3,4.0,0.02,0.5068540061458144,1.4031741821178212,63.76935875249422,178.86956351415682,0.843,0.8394350955580623
3,50,0.3,4.0,0.05,0.7918105639674713,2.1920476646438405,47.9575501058741,244.14256966917094,0.966,0.9716239348909013
3,100,0.3,0.5,0.005,0.2558914659168278,0.09235894720737985,1102.7223577019038,1847.8133684432044,0.09,0.07358714464990279
3,100,0.3,0.5,0.01,0.3604668308553724,0.13010335019067745,993.229650842596,2060.6132931867573,0.121,0.10351534041702903
3,100,0.3,0.5,0.02,0.5068540061458144,0.1829388964878011,857.9748028480076,2406.5723961128174,0.166,0.14515403712267272
3,100,0.3,0.5,0.05,0.7918105639674713,0.2857883119067635,645.2373114940788,3284.7777863301776,0.244,0.22495973930754953
3,100,0.3,1.0,0.005,0.2558914659168278,0.20243426588964927,463.63763880582763,776.909818790891,0.163,0.16042275742010204
3,100,0.3,1.0,0.01,0.3604668308553724,0.28516323520337067,417.6016264586188,866.3811657324479,0.233,0.22448091449658736
3,100,0.3,1.0,0.02,0.5068540061458144,0.4009692870363453,360.7339680464511,1011.8390504699054,0.304,0.311557263674038
3,100,0.3,1.0,0.05,0.7918105639674713,0.6263967798461985,271.28887111165767,1381.0789327150392,0.474,0.46894527882544157
3,100,0.3,2.0,0.005,0.2558914659168278,0.4478089182347457,194.93561422425847,326.6503407983366,0.358,0.34570889345210665
