scenario_id,suite_name,master_seed,scenario_seed,repetitions,lag_count,sample_size,H,zeta,sigma0,a,C_K,C_S
edb9698b4ec0,transition,2026,261380595470016,1000,8,20,0.9,1.0,1.0,0.5,100.0,1.0
92a2daeb7def,transition,2026,161228155223535,1000,8,20,0.9,2.0,1.0,0.5,100.0,1.0
2cc142a29224,transition,2026,49208558260772,1000,8,20,0.9,4.0,1.0,0.5,100.0,1.0
b22596f8afe9,transition,2026,195874516414441,1000,8,50,0.9,0.5,1.0,0.5,100.0,1.0
9681c51e576f,transition,2026,165484102047599,1000,8,50,0.9,1.0,1.0,0.5,100.0,1.0
45222ed30548,transition,2026,76013116785992,1000,8,50,0.9,2.0,1.0,0.5,100.0,1.0
58e9972bc087,transition,2026,97760286851207,1000,8,50,0.9,4.0,1.0,0.5,100.0,1.0
239fb70b8450,transition,2026,39168877757520,1000,8,100,0.9,0.5,1.0,0.5,100.0,1.0
1fdf7fff25a8,transition,2026,35044785595816,1000,8,100,0.9,1.0,1.0,0.5,100.0,1.0
925fb0975d16,transition,2026,160939682258198,1000,8,100,0.9,2.0,1.0,0.5,100.0,1.0
b423c5cec101,transition,2026,198065735516417,1000,8,100,0.9,4.0,1.0,0.5,100.0,1.0
979038ba281a,transition,2026,166645682808858,1000,8,200,0.9,0.5,1.0,0.5,100.0,1.0
7625f81df61d,transition,2026,129905448580637,1000,8,200,0.9,1.0,1.0,0.5,100.0,1.0
65963caa3ead,transition,2026,111695937289901,1000,8,200,0.9,2.0,1.0,0.5,100.0,1.0
cb7543bcd8ef,transition,2026,223704508061935,1000,8,200,0.9,4.0,1.0,0.5,100.0,1.0
6c00092367c7,transition,2026,118747409115079,1000,10,10,0.9,0.5,1.0,0.5,100.0,1.0
28651d688169,transition,2026,44414750196073,1000,10,10,0.9,1.0,1.0,0.5,100.0,1.0
72d9cfa1d5d6,transition,2026,126279816959446,1000,10,10,0.9,2.0,1.0,0.5,100.0,1.0
af4b0d538792,transition,2026,192736880986002,1000,10,10,0.9,4.0,1.0,0.5,100.0,1.0
d56323183449,transition,2026,234621767267401,1000,10,20,0.9,0.5,1.0,0.5,100.0,1.0
014ae228f77f,transition,2026,1421133543295,1000,10,20,0.9,1.0,1.0,0.5,100.0,1.0
ee5a51c3df15,transition,2026,262071686258453,1000,10,20,0.9,2.0,1.0,0.5,100.0,1.0
db569cc28ba0,transition,2026,241165043665824,1000,10,20,0.9,4.0,1.0,0.5,100.0,1.0
8a2821efd009,transition,2026,151904972689417,1000,10,50,0.9,0.5,1.0,0.5,100.0,1.0
c0d959a84f67,transition,2026,212039744638823,1000,10,50,0.9,1.0,1.0,0.5,100.0,1.0
70a672e133d7,transition,2026,123860194243543,1000,10,50,0.9,2.0,1.0,0.5,100.0,1.0
8bdf32450620,transition,2026,153790737352224,1000,10,50,0.9,4.0,1.0,0.5,100.0,1.0
3cc2cf258502,transition,2026,66807396664578,1000,10,100,0.9,0.5,1.0,0.5,100.0,1.0
54ac82c1c5fe,transition,2026,93099904845310,1000,10,100,0.9,1.0,1.0,0.5,100.0,1.0
d502769280ce,transition,2026,234206555963598,1000,10,100,0.9,2.0,1.0,0.5,100.0,1.0
dcc2ffe5fdec,transition,2026,242730075028972,1000,10,100,0.9,4.0,1.0,0.5,100.0,1.0
02d7122ae4f6,transition,2026,3122746025206,1000,10,200,0.9,0.5,1.0,0.5,100.0,1.0
ada01707e970,transition,2026,190903092767088,1000,10,200,0.9,1.0,1.0,0.5,100.0,1.0
5e6178907374,transition,2026,103772727571316,1000,10,200,0.9,2.0,1.0,0.5,100.0,1.0
19ae0e6b64fd,transition,2026,28235356923133,1000,10,200,0.9,4.0,1.0,0.5,100.0,1.0
