experiment,run_id,seed,notes,config,runtime
inferable_horizon,67b162f619c9,12345,Scenario-seeded inferable-horizon bridge with Monte Carlo uncertainty fields.,"{'H_values': (0.3, 0.6, 0.9), 'lag_counts': (10, 20, 50), 'sample_sizes': (500, 1000, 5000), 'zeta_values': (0.5, 1.0, 2.0), 'delta_values': (0.05, 0.1, 0.2), 'a': 0.5, 'C_K': 100.0, 'C_S': 1.0, 'sigma0': 1.0, 'repetitions': 1000, 'seed': 12345, 'suite_name': 'default'}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
