scenario_id,suite_name,master_seed,scenario_seed,repetitions,lag_count,sample_size,H,zeta,sigma0,a,C_K,C_S,delta,radius,identifiability_score,lower,upper,empirical_hit_rate,empirical_hit_rate_se,gaussian_hit_rate
ceb60e54989c,default,12345,227281319794844,1000,20,5000,0.6,1.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,166.03519498651806,24.532456551426986,123.9605175905068,1.0,0.0,1.0
ceb60e54989c,default,12345,227281319794844,1000,20,5000,0.6,1.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,231.78343337534955,17.516308630556843,170.10821879667108,1.0,0.0,1.0
686da19fbe4e,default,12345,114820072324686,1000,20,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,294.8056936154292,16.612250983505156,52.467115316111446,1.0,0.0,1.0
686da19fbe4e,default,12345,114820072324686,1000,20,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,413.67165248980825,13.064037126085173,66.01152235106751,1.0,0.0,1.0
686da19fbe4e,default,12345,114820072324686,1000,20,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,577.4813943027428,9.32779421342744,90.58612133494906,1.0,0.0,1.0
57efecf1ca33,default,12345,96687984069171,1000,50,500,0.6,0.5,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,55.504391679324215,58.58086077142879,185.0182001502066,1.0,0.0,1.0
57efecf1ca33,default,12345,96687984069171,1000,50,500,0.6,0.5,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,77.88381949087949,46.06856354120016,232.78072333470203,1.0,0.0,1.0
57efecf1ca33,default,12345,96687984069171,1000,50,500,0.6,0.5,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,108.72501512373832,32.893207227840485,319.4397295715983,1.0,0.0,1.0
d8abcb6cfc92,default,12345,238232363924626,1000,50,500,0.6,1.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,141.3902147431895,31.195511888166646,98.52599272709855,1.0,0.0,1.0
d8abcb6cfc92,default,12345,238232363924626,1000,50,500,0.6,1.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,198.39889474795038,24.532456551426986,123.9605175905068,1.0,0.0,1.0
d8abcb6cfc92,default,12345,238232363924626,1000,50,500,0.6,1.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,276.9628271059551,17.516308630556843,170.10821879667108,1.0,0.0,1.0
85c747ee74a4,default,12345,147090951795876,1000,50,500,0.6,2.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,387.5498531706124,16.612250983505156,52.467115316111446,1.0,0.0,1.0
85c747ee74a4,default,12345,147090951795876,1000,50,500,0.6,2.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,543.8103525653183,13.064037126085173,66.01152235106751,1.0,0.0,1.0
85c747ee74a4,default,12345,147090951795876,1000,50,500,0.6,2.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,759.1536880652543,9.32779421342744,90.58612133494906,1.0,0.0,1.0
2efc60dabe66,default,12345,51661491584614,1000,50,1000,0.6,0.5,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,78.49506348416868,58.58086077142879,185.0182001502066,1.0,0.0,1.0
2efc60dabe66,default,12345,51661491584614,1000,50,1000,0.6,0.5,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,110.1443538134198,46.06856354120016,232.78072333470203,1.0,0.0,1.0
2efc60dabe66,default,12345,51661491584614,1000,50,1000,0.6,0.5,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,153.7603909572106,32.893207227840485,319.4397295715983,1.0,0.0,1.0
694f247881c2,default,12345,115788635210178,1000,50,1000,0.6,1.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,199.95595927666295,31.195511888166646,98.52599272709855,1.0,0.0,1.0
694f247881c2,default,12345,115788635210178,1000,50,1000,0.6,1.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,280.5784077123837,24.532456551426986,123.9605175905068,1.0,0.0,1.0
694f247881c2,default,12345,115788635210178,1000,50,1000,0.6,1.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,391.6845863664364,17.516308630556843,170.10821879667108,1.0,0.0,1.0
e1718caeb936,default,12345,247877807814966,1000,50,1000,0.6,2.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,548.0782584495818,16.612250983505156,52.467115316111446,1.0,0.0,1.0
e1718caeb936,default,12345,247877807814966,1000,50,1000,0.6,2.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,769.0639759567678,13.064037126085173,66.01152235106751,1.0,0.0,1.0
e1718caeb936,default,12345,247877807814966,1000,50,1000,0.6,2.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,1073.6054415874369,9.32779421342744,90.58612133494906,1.0,0.0,1.0
dc68ac170b9a,default,12345,242342121900954,1000,50,5000,0.6,0.5,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,175.52029784876262,58.58086077142879,185.0182001502066,1.0,0.0,1.0
dc68ac170b9a,default,12345,242342121900954,1000,50,5000,0.6,0.5,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,246.2902624645948,46.06856354120016,232.78072333470203,1.0,0.0,1.0
dc68ac170b9a,default,12345,242342121900954,1000,50,5000,0.6,0.5,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,343.8186864272668,32.893207227840485,319.4397295715983,1.0,0.0,1.0
3f4935684fbe,default,12345,69583661191102,1000,50,5000,0.6,1.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,447.11511744879795,31.195511888166646,98.52599272709855,1.0,0.0,1.0
3f4935684fbe,default,12345,69583661191102,1000,50,5000,0.6,1.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,627.392392663541,24.532456551426986,123.9605175905068,1.0,0.0,1.0
3f4935684fbe,default,12345,69583661191102,1000,50,5000,0.6,1.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,875.833360854239,17.516308630556843,170.10821879667108,1.0,0.0,1.0
164954e14654,default,12345,24504212473428,1000,50,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.05,0.5695489178350956,1225.540242882963,16.612250983505156,52.467115316111446,1.0,0.0,1.0
164954e14654,default,12345,24504212473428,1000,50,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.1,0.7991916272891656,1719.6793292855964,13.064037126085173,66.01152235106751,1.0,0.0,1.0
164954e14654,default,12345,24504212473428,1000,50,5000,0.6,2.0,1.0,0.5,100.0,1.0,0.2,1.1156633345897344,2400.654748403188,9.32779421342744,90.58612133494906,1.0,0.0,1.0
005026e1026b,default,12345,344249664107,1000,10,500,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,16.172094974558277,17.816837424515555,45.60284719649889,1.0,0.0,1.0
005026e1026b,default,12345,344249664107,1000,10,500,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,22.50691482070926,14.48887335966968,54.506457680990984,1.0,0.0,1.0
005026e1026b,default,12345,344249664107,1000,10,500,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,31.07774370130703,10.777994707209805,69.38150190827668,1.0,0.0,1.0
ede1efa92f1c,default,12345,261554644266780,1000,10,500,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,40.1755272360869,10.85948404761288,27.795246701566217,1.0,0.0,1.0
ede1efa92f1c,default,12345,261554644266780,1000,10,500,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,55.91280355465452,8.831067229738407,33.22205807772321,1.0,0.0,1.0
ede1efa92f1c,default,12345,261554644266780,1000,10,500,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,77.20488535790902,6.56926135651616,42.288499087701574,1.0,0.0,1.0
a50ca7a61c9e,default,12345,181473770871966,1000,10,500,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,105.7472127732387,6.618929665827893,16.94139262559556,1.0,0.0,1.0
a50ca7a61c9e,default,12345,181473770871966,1000,10,500,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,147.1697707785512,5.382595767124404,20.24907120875934,1.0,0.0,1.0
a50ca7a61c9e,default,12345,181473770871966,1000,10,500,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,203.2132992580361,4.004009645815507,25.775128901860857,1.0,0.0,1.0
a6a9fbbf7752,default,12345,183249003312978,1000,10,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,22.870796045006095,17.816837424515555,45.60284719649889,1.0,0.0,1.0
a6a9fbbf7752,default,12345,183249003312978,1000,10,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,31.829584186623052,14.48887335966968,54.506457680990984,1.0,0.0,1.0
a6a9fbbf7752,default,12345,183249003312978,1000,10,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,43.95056663034343,10.777994707209805,69.38150190827668,1.0,0.0,1.0
a7e0c70be06f,default,12345,184583853957231,1000,10,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,56.81677549276376,10.85948404761288,27.795246701566217,1.0,0.0,1.0
a7e0c70be06f,default,12345,184583853957231,1000,10,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,79.07264509729504,8.831067229738407,33.22205807772321,1.0,0.0,1.0
a7e0c70be06f,default,12345,184583853957231,1000,10,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,109.18419595461492,6.56926135651616,42.288499087701574,1.0,0.0,1.0
6eb8f58cba52,default,12345,121740672678482,1000,10,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,149.54914248706757,6.618929665827893,16.94139262559556,1.0,0.0,1.0
6eb8f58cba52,default,12345,121740672678482,1000,10,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,208.12948580636672,5.382595767124404,20.24907120875934,1.0,0.0,1.0
6eb8f58cba52,default,12345,121740672678482,1000,10,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,287.38700386529706,4.004009645815507,25.775128901860857,1.0,0.0,1.0
7090455c3707,default,12345,123764941272839,1000,10,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,51.14065465616696,17.816837424515555,45.60284719649889,1.0,0.0,1.0
7090455c3707,default,12345,123764941272839,1000,10,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,71.1731139368415,14.48887335966968,54.506457680990984,1.0,0.0,1.0
7090455c3707,default,12345,123764941272839,1000,10,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,98.27645463508178,10.777994707209805,69.38150190827668,1.0,0.0,1.0
caabce2436d0,default,12345,222839246698192,1000,10,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,127.04617226416387,10.85948404761288,27.795246701566217,1.0,0.0,1.0
caabce2436d0,default,12345,222839246698192,1000,10,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,176.8118095982672,8.831067229738407,33.22205807772321,1.0,0.0,1.0
caabce2436d0,default,12345,222839246698192,1000,10,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,244.14328422317652,6.56926135651616,42.288499087701574,1.0,0.0,1.0
839bf5af80e8,default,12345,144705865089256,1000,10,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,334.402048577885,6.618929665827893,16.94139262559556,1.0,0.0,1.0
839bf5af80e8,default,12345,144705865089256,1000,10,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,465.39167838511366,5.382595767124404,20.24907120875934,1.0,0.0,1.0
839bf5af80e8,default,12345,144705865089256,1000,10,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,642.6168764927991,4.004009645815507,25.775128901860857,1.0,0.0,1.0
9205a24433d8,default,12345,160552894870488,1000,20,500,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,56.38381283443701,17.816837424515555,45.60284719649889,1.0,0.0,1.0
9205a24433d8,default,12345,160552894870488,1000,20,500,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,78.47008533698951,14.48887335966968,54.506457680990984,1.0,0.0,1.0
9205a24433d8,default,12345,160552894870488,1000,20,500,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,108.35217619781264,10.777994707209805,69.38150190827668,1.0,0.0,1.0
b52057edd4a6,default,12345,199150518785190,1000,20,500,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,152.61919781314387,10.85948404761288,27.795246701566217,1.0,0.0,1.0
b52057edd4a6,default,12345,199150518785190,1000,20,500,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,212.4021217157877,8.831067229738407,33.22205807772321,1.0,0.0,1.0
b52057edd4a6,default,12345,199150518785190,1000,20,500,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,293.2866966832486,6.56926135651616,42.288499087701574,1.0,0.0,1.0
ccde4bc20bbb,default,12345,225255125814203,1000,20,500,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,464.7437122892522,6.618929665827893,16.94139262559556,1.0,0.0,1.0
ccde4bc20bbb,default,12345,225255125814203,1000,20,500,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,646.7898662733467,5.382595767124404,20.24907120875934,1.0,0.0,1.0
ccde4bc20bbb,default,12345,225255125814203,1000,20,500,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,893.0930717412417,4.004009645815507,25.775128901860857,1.0,0.0,1.0
07f48c15824e,default,12345,8746903634510,1000,20,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,79.738752808767,17.816837424515555,45.60284719649889,1.0,0.0,1.0
07f48c15824e,default,12345,8746903634510,1000,20,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,110.9734589241447,14.48887335966968,54.506457680990984,1.0,0.0,1.0
07f48c15824e,default,12345,8746903634510,1000,20,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,153.2331170915859,10.777994707209805,69.38150190827668,1.0,0.0,1.0
90f426dea68b,default,12345,159378298545803,1000,20,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,215.8361394258503,10.85948404761288,27.795246701566217,1.0,0.0,1.0
90f426dea68b,default,12345,159378298545803,1000,20,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,300.3819612072878,8.831067229738407,33.22205807772321,1.0,0.0,1.0
90f426dea68b,default,12345,159378298545803,1000,20,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,414.77002411305443,6.56926135651616,42.288499087701574,1.0,0.0,1.0
b26bb786f850,default,12345,196175710320720,1000,20,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,657.2468609470801,6.618929665827893,16.94139262559556,1.0,0.0,1.0
b26bb786f850,default,12345,196175710320720,1000,20,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,914.6990008892474,5.382595767124404,20.24907120875934,1.0,0.0,1.0
b26bb786f850,default,12345,196175710320720,1000,20,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,1263.0243345179117,4.004009645815507,25.775128901860857,1.0,0.0,1.0
c20cfd99e7e0,default,12345,213361050118112,1000,20,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,178.3012717214553,17.816837424515555,45.60284719649889,1.0,0.0,1.0
c20cfd99e7e0,default,12345,213361050118112,1000,20,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,248.1441978526682,14.48887335966968,54.506457680990984,1.0,0.0,1.0
c20cfd99e7e0,default,12345,213361050118112,1000,20,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,342.6396662209709,10.777994707209805,69.38150190827668,1.0,0.0,1.0
fd660a9baa6b,default,12345,278614706465387,1000,20,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,482.6242797573237,10.85948404761288,27.795246701566217,1.0,0.0,1.0
fd660a9baa6b,default,12345,278614706465387,1000,20,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,671.6744844742004,8.831067229738407,33.22205807772321,1.0,0.0,1.0
fd660a9baa6b,default,12345,278614706465387,1000,20,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,927.4539689460165,6.56926135651616,42.288499087701574,1.0,0.0,1.0
bcb900c5b5d6,default,12345,207502767928790,1000,20,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,1469.648659076023,6.618929665827893,16.94139262559556,1.0,0.0,1.0
bcb900c5b5d6,default,12345,207502767928790,1000,20,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,2045.3291449394976,5.382595767124404,20.24907120875934,1.0,0.0,1.0
bcb900c5b5d6,default,12345,207502767928790,1000,20,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,2824.2082692184845,4.004009645815507,25.775128901860857,1.0,0.0,1.0
ce588a78ddba,default,12345,226879675620794,1000,50,500,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,376.7775316266419,17.816837424515555,45.60284719649889,1.0,0.0,1.0
ce588a78ddba,default,12345,226879675620794,1000,50,500,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,524.3661890446907,14.48887335966968,54.506457680990984,1.0,0.0,1.0
ce588a78ddba,default,12345,226879675620794,1000,50,500,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,724.0493936453466,10.777994707209805,69.38150190827668,1.0,0.0,1.0
894c47f75b8e,default,12345,150960717912974,1000,50,500,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,1345.137032529797,10.85948404761288,27.795246701566217,1.0,0.0,1.0
894c47f75b8e,default,12345,150960717912974,1000,50,500,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,1872.044695567136,8.831067229738407,33.22205807772321,1.0,0.0,1.0
894c47f75b8e,default,12345,150960717912974,1000,50,500,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,2584.935594668652,6.56926135651616,42.288499087701574,1.0,0.0,1.0
3111d32f4800,default,12345,53952627296256,1000,50,500,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,4032.0835276281373,6.618929665827893,16.94139262559556,1.0,0.0,1.0
3111d32f4800,default,12345,53952627296256,1000,50,500,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,5611.503064326403,5.382595767124404,20.24907120875934,1.0,0.0,1.0
3111d32f4800,default,12345,53952627296256,1000,50,500,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,7748.412228039849,4.004009645815507,25.775128901860857,1.0,0.0,1.0
726902dbc970,default,12345,125795345090928,1000,50,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,532.8438952238547,17.816837424515555,45.60284719649889,1.0,0.0,1.0
726902dbc970,default,12345,125795345090928,1000,50,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,741.5657761968957,14.48887335966968,54.506457680990984,1.0,0.0,1.0
726902dbc970,default,12345,125795345090928,1000,50,1000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,1023.960472321265,10.777994707209805,69.38150190827668,1.0,0.0,1.0
2d55dece6997,default,12345,49846833539479,1000,50,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,1902.311034653938,10.85948404761288,27.795246701566217,1.0,0.0,1.0
2d55dece6997,default,12345,49846833539479,1000,50,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,2647.4709978396554,8.831067229738407,33.22205807772321,1.0,0.0,1.0
2d55dece6997,default,12345,49846833539479,1000,50,1000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,3655.650975841369,6.56926135651616,42.288499087701574,1.0,0.0,1.0
4f22a13d0b7e,default,12345,87010152614782,1000,50,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,5702.227209392864,6.618929665827893,16.94139262559556,1.0,0.0,1.0
4f22a13d0b7e,default,12345,87010152614782,1000,50,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,7935.863738868581,5.382595767124404,20.24907120875934,1.0,0.0,1.0
4f22a13d0b7e,default,12345,87010152614782,1000,50,1000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,10957.909659751485,4.004009645815507,25.775128901860857,1.0,0.0,1.0
2e74471ec6b4,default,12345,51076944283316,1000,50,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,1191.4751711163146,17.816837424515555,45.60284719649889,1.0,0.0,1.0
2e74471ec6b4,default,12345,51076944283316,1000,50,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,1658.1914853636545,14.48887335966968,54.506457680990984,1.0,0.0,1.0
2e74471ec6b4,default,12345,51076944283316,1000,50,5000,0.9,0.5,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,2289.64522238314,10.777994707209805,69.38150190827668,1.0,0.0,1.0
8cb15cd9e44e,default,12345,154693394883662,1000,50,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,4253.696787834164,10.85948404761288,27.795246701566217,1.0,0.0,1.0
8cb15cd9e44e,default,12345,154693394883662,1000,50,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,5919.925119628669,8.831067229738407,33.22205807772321,1.0,0.0,1.0
8cb15cd9e44e,default,12345,154693394883662,1000,50,5000,0.9,1.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,8174.284083994742,6.56926135651616,42.288499087701574,1.0,0.0,1.0
243b38937e5e,default,12345,39836770860638,1000,50,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.05,0.4553053662009084,12750.567663351372,6.618929665827893,16.94139262559556,1.0,0.0,1.0
243b38937e5e,default,12345,39836770860638,1000,50,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.1,0.6336543973193912,17745.13078028579,5.382595767124404,20.24907120875934,1.0,0.0,1.0
243b38937e5e,default,12345,39836770860638,1000,50,5000,0.9,2.0,1.0,0.5,100.0,1.0,0.2,0.8749555019854844,24502.630890505912,4.004009645815507,25.775128901860857,1.0,0.0,1.0
