experiment,run_id,seed,notes,config,runtime
invalidity_gap,47d7d792e92c,,Detector-input aware invalidity-gap robustness sweep.,"{'detector_names': ('adwin', 'page_hinkley'), 'detector_inputs': ('observation', 'absolute_residual'), 'operating_windows': (160, 220, 300), 'detector_deltas': (0.0005, 0.001, 0.002, 0.004), 'steps': 3600, 'low_drift': 8e-05, 'high_drift': 0.0025, 'persistence': 40}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
