truth_h,lambda_0,lambda_1,policy,mean_cumulative_validity_loss,mean_cumulative_update_cost,mean_total_cost,mean_regret,mean_lead_time,mean_log_memory_std,mean_tau_valid,mean_tau_detect,mean_delay_gap,mean_masking_index,schedule_mode
0.1,2.0,2.0,oracle,183.4806962758711,45.727322955087544,229.20801923095866,0.0,50.0,0.34770612960984426,70.0,20.0,-50.0,0.0,default
0.1,2.0,2.0,controller,220.91783454483945,61.4163500088956,282.33418455373504,37.43713826896829,52.666666666666664,0.7061647327538613,70.0,17.333333333333332,-52.666666666666664,0.09396372152955668,default
0.1,2.0,2.0,fixed_policy,146.50545739139858,0.0,146.50545739139858,-36.97523888447256,0.0,8.881784197001252e-16,70.0,70.0,0.0,0.0054458095401933755,default
0.1,2.0,2.0,deploy_only,224.8331788871897,76.77602464512775,301.60920353231745,41.35248261131858,0.0,0.4656909006518595,70.0,70.0,0.0,0.023508180370628493,default
0.1,2.0,2.0,detector_only,218.68761610341133,56.47646970553862,275.16408580894995,35.20691982754019,52.666666666666664,0.6912756292760811,70.0,17.333333333333332,-52.666666666666664,0.14636967302763362,default
0.1,2.0,4.0,oracle,191.20801923095868,53.45464591017509,244.66266514113377,0.0,50.0,0.34770612960984426,70.0,20.0,-50.0,0.0,default
0.1,2.0,4.0,controller,231.0008512204017,71.49936668445785,302.50021790485954,39.79283198944301,52.666666666666664,0.7061647327538613,70.0,17.333333333333332,-52.666666666666664,0.09396372152955668,default
0.1,2.0,4.0,fixed_policy,146.50545739139858,0.0,146.50545739139858,-44.702561839560104,0.0,8.881784197001252e-16,70.0,70.0,0.0,0.0054458095401933755,default
0.1,2.0,4.0,deploy_only,234.27587019898417,86.21871595692217,320.49458615590635,43.06785096802546,0.0,0.4656909006518595,70.0,70.0,0.0,0.023508180370628493,default
0.1,2.0,4.0,detector_only,228.4974191422833,66.28627274441057,294.7836918866939,37.28939991132461,52.666666666666664,0.6912756292760811,70.0,17.333333333333332,-52.666666666666664,0.14636967302763362,default
0.1,4.0,0.0,oracle,213.7533733207836,76.0,289.75337332078357,0.0,50.0,0.34770612960984426,70.0,20.0,-50.0,0.0,default
