a,H,V
0.962291,0.648045,1.962039
0.96648,0.648045,1.961224
0.97067,0.648045,1.960406
0.97486,0.648045,1.959583
0.97905,0.648045,1.958756
0.98324,0.648045,1.957925
0.98743,0.648045,1.95709
0.99162,0.648045,1.956251
0.99581,0.648045,1.955409
1.0,0.648045,1.954563
0.25,0.652235,1.80432
0.25419,0.652235,1.810061
0.25838,0.652235,1.815667
0.26257,0.652235,1.821143
0.26676,0.652235,1.826491
0.27095,0.652235,1.831712
0.27514,0.652235,1.836811
0.27933,0.652235,1.841789
0.28352,0.652235,1.846648
0.287709,0.652235,1.851393
0.291899,0.652235,1.856023
0.296089,0.652235,1.860543
0.300279,0.652235,1.864954
0.304469,0.652235,1.869259
0.308659,0.652235,1.873459
0.312849,0.652235,1.877557
0.317039,0.652235,1.881554
0.321229,0.652235,1.885454
0.325419,0.652235,1.889257
0.329609,0.652235,1.892966
0.333799,0.652235,1.896582
0.337989,0.652235,1.900108
0.342179,0.652235,1.903546
0.346369,0.652235,1.906896
0.350559,0.652235,1.910161
0.354749,0.652235,1.913343
0.358939,0.652235,1.916442
0.363128,0.652235,1.919462
0.367318,0.652235,1.922402
0.371508,0.652235,1.925266
0.375698,0.652235,1.928054
0.379888,0.652235,1.930768
0.384078,0.652235,1.933409
0.388268,0.652235,1.935979
0.392458,0.652235,1.938479
0.396648,0.652235,1.940911
0.400838,0.652235,1.943275
0.405028,0.652235,1.945574
0.409218,0.652235,1.947808
0.413408,0.652235,1.949979
0.417598,0.652235,1.952088
0.421788,0.652235,1.954136
0.425978,0.652235,1.956125
0.430168,0.652235,1.958055
0.434358,0.652235,1.959927
0.438547,0.652235,1.961743
0.442737,0.652235,1.963505
0.446927,0.652235,1.965212
0.451117,0.652235,1.966866
0.455307,0.652235,1.968468
0.459497,0.652235,1.970019
0.463687,0.652235,1.971519
0.467877,0.652235,1.972971
0.472067,0.652235,1.974375
0.476257,0.652235,1.975731
0.480447,0.652235,1.977042
0.484637,0.652235,1.978306
0.488827,0.652235,1.979527
0.493017,0.652235,1.980703
0.497207,0.652235,1.981837
0.501397,0.652235,1.982929
0.505587,0.652235,1.983979
0.509777,0.652235,1.984989
0.513966,0.652235,1.985959
0.518156,0.652235,1.986891
0.522346,0.652235,1.987784
0.526536,0.652235,1.98864
0.530726,0.652235,1.989459
0.534916,0.652235,1.990242
0.539106,0.652235,1.99099
0.543296,0.652235,1.991703
0.547486,0.652235,1.992382
0.551676,0.652235,1.993027
0.555866,0.652235,1.99364
0.560056,0.652235,1.994221
0.564246,0.652235,1.994771
0.568436,0.652235,1.995289
0.572626,0.652235,1.995777
0.576816,0.652235,1.996236
0.581006,0.652235,1.996665
0.585196,0.652235,1.997066
0.589385,0.652235,1.997438
0.593575,0.652235,1.997783
0.597765,0.652235,1.998101
0.601955,0.652235,1.998393
0.606145,0.652235,1.998659
0.610335,0.652235,1.998899
0.614525,0.652235,1.999114
0.618715,0.652235,1.999304
0.622905,0.652235,1.999471
0.627095,0.652235,1.999614
0.631285,0.652235,1.999734
0.635475,0.652235,1.999831
0.639665,0.652235,1.999905
0.643855,0.652235,1.999958
0.648045,0.652235,1.99999
0.652235,0.652235,2.0
0.656425,0.652235,1.99999
0.660615,0.652235,1.999959
0.664804,0.652235,1.999909
0.668994,0.652235,1.999839
0.673184,0.652235,1.99975
0.677374,0.652235,1.999643
0.681564,0.652235,1.999516
0.685754,0.652235,1.999372
0.689944,0.652235,1.999211
0.694134,0.652235,1.999032
0.698324,0.652235,1.998836
0.702514,0.652235,1.998623
0.706704,0.652235,1.998394
0.710894,0.652235,1.998148
0.715084,0.652235,1.997888
0.719274,0.652235,1.997611
0.723464,0.652235,1.99732
0.727654,0.652235,1.997013
0.731844,0.652235,1.996693
0.736034,0.652235,1.996358
0.740223,0.652235,1.996008
0.744413,0.652235,1.995646
0.748603,0.652235,1.995269
0.752793,0.652235,1.99488
0.756983,0.652235,1.994477
0.761173,0.652235,1.994062
0.765363,0.652235,1.993635
0.769553,0.652235,1.993195
0.773743,0.652235,1.992744
0.777933,0.652235,1.99228
0.782123,0.652235,1.991805
0.786313,0.652235,1.991319
0.790503,0.652235,1.990822
0.794693,0.652235,1.990314
0.798883,0.652235,1.989796
0.803073,0.652235,1.989267
0.807263,0.652235,1.988728
0.811453,0.652235,1.988179
0.815642,0.652235,1.98762
0.819832,0.652235,1.987052
0.824022,0.652235,1.986474
0.828212,0.652235,1.985887
0.832402,0.652235,1.985291
0.836592,0.652235,1.984686
0.840782,0.652235,1.984073
0.844972,0.652235,1.983451
0.849162,0.652235,1.982821
0.853352,0.652235,1.982183
0.857542,0.652235,1.981536
0.861732,0.652235,1.980882
0.865922,0.652235,1.980221
0.870112,0.652235,1.979552
0.874302,0.652235,1.978875
0.878492,0.652235,1.978192
0.882682,0.652235,1.977501
0.886872,0.652235,1.976804
0.891061,0.652235,1.9761
0.895251,0.652235,1.975389
0.899441,0.652235,1.974672
0.903631,0.652235,1.973948
0.907821,0.652235,1.973219
0.912011,0.652235,1.972483
0.916201,0.652235,1.971742
0.920391,0.652235,1.970994
0.924581,0.652235,1.970242
0.928771,0.652235,1.969483
0.932961,0.652235,1.968719
0.937151,0.652235,1.96795
0.941341,0.652235,1.967176
0.945531,0.652235,1.966397
0.949721,0.652235,1.965613
0.953911,0.652235,1.964824
0.958101,0.652235,1.96403
0.962291,0.652235,1.963232
0.96648,0.652235,1.962429
0.97067,0.652235,1.961622
0.97486,0.652235,1.960811
0.97905,0.652235,1.959995
0.98324,0.652235,1.959176
0.98743,0.652235,1.958352
0.99162,0.652235,1.957525
0.99581,0.652235,1.956694
1.0,0.652235,1.955859
0.25,0.656425,1.802098
0.25419,0.656425,1.807854
0.25838,0.656425,1.813476
0.26257,0.656425,1.818969
0.26676,0.656425,1.824333
0.27095,0.656425,1.829572
0.27514,0.656425,1.834689
0.27933,0.656425,1.839685
0.28352,0.656425,1.844564
0.287709,0.656425,1.849327
0.291899,0.656425,1.853978
0.296089,0.656425,1.858518
0.300279,0.656425,1.86295
0.304469,0.656425,1.867275
0.308659,0.656425,1.871497
0.312849,0.656425,1.875616
0.317039,0.656425,1.879636
0.321229,0.656425,1.883558
0.325419,0.656425,1.887383
0.329609,0.656425,1.891115
0.333799,0.656425,1.894755
0.337989,0.656425,1.898304
0.342179,0.656425,1.901765
0.346369,0.656425,1.905139
0.350559,0.656425,1.908428
0.354749,0.656425,1.911634
0.358939,0.656425,1.914757
0.363128,0.656425,1.917801
0.367318,0.656425,1.920766
0.371508,0.656425,1.923655
0.375698,0.656425,1.926467
0.379888,0.656425,1.929206
0.384078,0.656425,1.931872
0.388268,0.656425,1.934467
0.392458,0.656425,1.936993
0.396648,0.656425,1.93945
0.400838,0.656425,1.941839
0.405028,0.656425,1.944164
0.409218,0.656425,1.946423
0.413408,0.656425,1.948619
0.417598,0.656425,1.950754
0.421788,0.656425,1.952827
0.425978,0.656425,1.954841
0.430168,0.656425,1.956796
0.434358,0.656425,1.958694
0.438547,0.656425,1.960536
0.442737,0.656425,1.962323
0.446927,0.656425,1.964055
0.451117,0.656425,1.965735
0.455307,0.656425,1.967362
0.459497,0.656425,1.968938
0.463687,0.656425,1.970464
0.467877,0.656425,1.971941
0.472067,0.656425,1.97337
0.476257,0.656425,1.974752
0.480447,0.656425,1.976087
0.484637,0.656425,1.977377
0.488827,0.656425,1.978622
0.493017,0.656425,1.979824
0.497207,0.656425,1.980982
0.501397,0.656425,1.982098
0.505587,0.656425,1.983174
0.509777,0.656425,1.984208
0.513966,0.656425,1.985203
0.518156,0.656425,1.986159
0.522346,0.656425,1.987076
0.526536,0.656425,1.987956
0.530726,0.656425,1.988799
0.534916,0.656425,1.989606
0.539106,0.656425,1.990378
0.543296,0.656425,1.991115
0.547486,0.656425,1.991818
0.551676,0.656425,1.992487
0.555866,0.656425,1.993123
0.560056,0.656425,1.993728
0.564246,0.656425,1.9943
0.568436,0.656425,1.994842
0.572626,0.656425,1.995353
0.576816,0.656425,1.995834
0.581006,0.656425,1.996286
0.585196,0.656425,1.99671
0.589385,0.656425,1.997105
0.593575,0.656425,1.997473
0.597765,0.656425,1.997813
0.601955,0.656425,1.998127
0.606145,0.656425,1.998414
0.610335,0.656425,1.998676
0.614525,0.656425,1.998913
0.618715,0.656425,1.999126
0.622905,0.656425,1.999314
0.627095,0.656425,1.999478
0.631285,0.656425,1.999619
0.635475,0.656425,1.999737
0.639665,0.656425,1.999833
0.643855,0.656425,1.999907
0.648045,0.656425,1.999959
0.652235,0.656425,1.99999
0.656425,0.656425,2.0
0.660615,0.656425,1.99999
0.664804,0.656425,1.99996
0.668994,0.656425,1.99991
0.673184,0.656425,1.999841
0.677374,0.656425,1.999753
0.681564,0.656425,1.999647
0.685754,0.656425,1.999522
0.689944,0.656425,1.99938
0.694134,0.656425,1.99922
0.698324,0.656425,1.999044
0.702514,0.656425,1.99885
0.706704,0.656425,1.99864
0.710894,0.656425,1.998413
0.715084,0.656425,1.998171
0.719274,0.656425,1.997913
0.723464,0.656425,1.99764
0.727654,0.656425,1.997352
0.731844,0.656425,1.997049
0.736034,0.656425,1.996732
0.740223,0.656425,1.996401
0.744413,0.656425,1.996056
0.748603,0.656425,1.995697
0.752793,0.656425,1.995325
0.756983,0.656425,1.99494
0.761173,0.656425,1.994543
0.765363,0.656425,1.994132
0.769553,0.656425,1.993709
0.773743,0.656425,1.993275
0.777933,0.656425,1.992828
0.782123,0.656425,1.99237
0.786313,0.656425,1.9919
0.790503,0.656425,1.991419
0.794693,0.656425,1.990928
0.798883,0.656425,1.990425
0.803073,0.656425,1.989913
0.807263,0.656425,1.989389
0.811453,0.656425,1.988856
0.815642,0.656425,1.988313
0.819832,0.656425,1.98776
0.824022,0.656425,1.987198
0.828212,0.656425,1.986626
0.832402,0.656425,1.986045
0.836592,0.656425,1.985455
0.840782,0.656425,1.984857
0.844972,0.656425,1.98425
0.849162,0.656425,1.983634
0.853352,0.656425,1.983011
0.857542,0.656425,1.982379
0.861732,0.656425,1.981739
0.865922,0.656425,1.981092
0.870112,0.656425,1.980437
0.874302,0.656425,1.979775
0.878492,0.656425,1.979105
0.882682,0.656425,1.978428
0.886872,0.656425,1.977744
0.891061,0.656425,1.977054
0.895251,0.656425,1.976356
0.899441,0.656425,1.975653
0.903631,0.656425,1.974943
0.907821,0.656425,1.974226
0.912011,0.656425,1.973504
0.916201,0.656425,1.972775
0.920391,0.656425,1.972041
0.924581,0.656425,1.9713
0.928771,0.656425,1.970555
0.932961,0.656425,1.969803
0.937151,0.656425,1.969047
0.941341,0.656425,1.968285
0.945531,0.656425,1.967518
0.949721,0.656425,1.966746
0.953911,0.656425,1.965969
0.958101,0.656425,1.965187
0.962291,0.656425,1.964401
0.96648,0.656425,1.96361
0.97067,0.656425,1.962814
0.97486,0.656425,1.962014
0.97905,0.656425,1.96121
0.98324,0.656425,1.960402
0.98743,0.656425,1.95959
0.99162,0.656425,1.958773
0.99581,0.656425,1.957953
1.0,0.656425,1.957129
0.25,0.660615,1.799884
0.25419,0.660615,1.805655
0.25838,0.660615,1.811293
0.26257,0.660615,1.816801
0.26676,0.660615,1.822182
0.27095,0.660615,1.827438
0.27514,0.660615,1.832572
0.27933,0.660615,1.837587
0.28352,0.660615,1.842484
0.287709,0.660615,1.847267
0.291899,0.660615,1.851937
0.296089,0.660615,1.856497
0.300279,0.660615,1.860949
0.304469,0.660615,1.865295
0.308659,0.660615,1.869537
0.312849,0.660615,1.873678
0.317039,0.660615,1.877719
0.321229,0.660615,1.881663
0.325419,0.660615,1.885511
0.329609,0.660615,1.889265
0.333799,0.660615,1.892927
0.337989,0.660615,1.896499
0.342179,0.660615,1.899983
0.346369,0.660615,1.903381
0.350559,0.660615,1.906693
0.354749,0.660615,1.909922
0.358939,0.660615,1.91307
0.363128,0.660615,1.916138
0.367318,0.660615,1.919127
0.371508,0.660615,1.92204
0.375698,0.660615,1.924877
0.379888,0.660615,1.92764
0.384078,0.660615,1.930331
0.388268,0.660615,1.932951
0.392458,0.660615,1.935501
0.396648,0.660615,1.937983
0.400838,0.660615,1.940397
0.405028,0.660615,1.942746
0.409218,0.660615,1.945031
0.413408,0.660615,1.947252
0.417598,0.660615,1.949412
0.421788,0.660615,1.95151
0.425978,0.660615,1.953549
0.430168,0.660615,1.95553
0.434358,0.660615,1.957453
0.438547,0.660615,1.95932
0.442737,0.660615,1.961131
0.446927,0.660615,1.962889
0.451117,0.660615,1.964593
0.455307,0.660615,1.966246
0.459497,0.660615,1.967847
0.463687,0.660615,1.969398
0.467877,0.660615,1.9709
0.472067,0.660615,1.972354
0.476257,0.660615,1.973761
0.480447,0.660615,1.975121
0.484637,0.660615,1.976435
0.488827,0.660615,1.977705
0.493017,0.660615,1.978931
0.497207,0.660615,1.980114
0.501397,0.660615,1.981255
0.505587,0.660615,1.982354
0.509777,0.660615,1.983413
0.513966,0.660615,1.984432
0.518156,0.660615,1.985412
0.522346,0.660615,1.986354
0.526536,0.660615,1.987258
0.530726,0.660615,1.988125
0.534916,0.660615,1.988956
0.539106,0.660615,1.989751
0.543296,0.660615,1.990511
0.547486,0.660615,1.991238
0.551676,0.660615,1.99193
0.555866,0.660615,1.99259
0.560056,0.660615,1.993217
0.564246,0.660615,1.993813
0.568436,0.660615,1.994378
0.572626,0.660615,1.994912
0.576816,0.660615,1.995416
0.581006,0.660615,1.99589
0.585196,0.660615,1.996336
0.589385,0.660615,1.996754
0.593575,0.660615,1.997144
0.597765,0.660615,1.997506
0.601955,0.660615,1.997842
0.606145,0.660615,1.998151
0.610335,0.660615,1.998435
0.614525,0.660615,1.998694
0.618715,0.660615,1.998927
0.622905,0.660615,1.999137
0.627095,0.660615,1.999322
0.631285,0.660615,1.999485
0.635475,0.660615,1.999624
0.639665,0.660615,1.99974
0.643855,0.660615,1.999835
0.648045,0.660615,1.999908
0.652235,0.660615,1.999959
0.656425,0.660615,1.99999
0.660615,0.660615,2.0
0.664804,0.660615,1.99999
0.668994,0.660615,1.99996
0.673184,0.660615,1.999911
0.677374,0.660615,1.999843
0.681564,0.660615,1.999756
0.685754,0.660615,1.999651
0.689944,0.660615,1.999528
0.694134,0.660615,1.999388
0.698324,0.660615,1.99923
0.702514,0.660615,1.999055
0.706704,0.660615,1.998864
0.710894,0.660615,1.998656
0.715084,0.660615,1.998433
0.719274,0.660615,1.998193
0.723464,0.660615,1.997938
0.727654,0.660615,1.997669
0.731844,0.660615,1.997384
0.736034,0.660615,1.997085
0.740223,0.660615,1.996771
0.744413,0.660615,1.996444
0.748603,0.660615,1.996103
0.752793,0.660615,1.995748
0.756983,0.660615,1.99538
0.761173,0.660615,1.995
0.765363,0.660615,1.994606
0.769553,0.660615,1.994201
0.773743,0.660615,1.993783
0.777933,0.660615,1.993353
0.782123,0.660615,1.992911
0.786313,0.660615,1.992458
0.790503,0.660615,1.991993
0.794693,0.660615,1.991518
0.798883,0.660615,1.991032
0.803073,0.660615,1.990535
0.807263,0.660615,1.990027
0.811453,0.660615,1.98951
0.815642,0.660615,1.988982
0.819832,0.660615,1.988445
0.824022,0.660615,1.987898
0.828212,0.660615,1.987341
0.832402,0.660615,1.986776
0.836592,0.660615,1.986201
0.840782,0.660615,1.985617
0.844972,0.660615,1.985025
0.849162,0.660615,1.984424
0.853352,0.660615,1.983815
0.857542,0.660615,1.983198
0.861732,0.660615,1.982572
0.865922,0.660615,1.981939
0.870112,0.660615,1.981298
0.874302,0.660615,1.98065
0.878492,0.660615,1.979994
0.882682,0.660615,1.979331
0.886872,0.660615,1.978661
0.891061,0.660615,1.977984
0.895251,0.660615,1.9773
0.899441,0.660615,1.976609
0.903631,0.660615,1.975912
0.907821,0.660615,1.975209
0.912011,0.660615,1.974499
0.916201,0.660615,1.973784
0.920391,0.660615,1.973062
0.924581,0.660615,1.972335
0.928771,0.660615,1.971601
0.932961,0.660615,1.970863
0.937151,0.660615,1.970118
0.941341,0.660615,1.969369
0.945531,0.660615,1.968614
0.949721,0.660615,1.967854
0.953911,0.660615,1.967089
0.958101,0.660615,1.966319
0.962291,0.660615,1.965545
0.96648,0.660615,1.964765
0.97067,0.660615,1.963982
0.97486,0.660615,1.963193
0.97905,0.660615,1.9624
0.98324,0.660615,1.961604
0.98743,0.660615,1.960802
0.99162,0.660615,1.959997
0.99581,0.660615,1.959188
1.0,0.660615,1.958375
0.25,0.664804,1.797679
0.25419,0.664804,1.803464
0.25838,0.664804,1.809117
0.26257,0.664804,1.814641
0.26676,0.664804,1.820038
0.27095,0.664804,1.825311
0.27514,0.664804,1.830462
0.27933,0.664804,1.835494
0.28352,0.664804,1.84041
0.287709,0.664804,1.845211
0.291899,0.664804,1.8499
0.296089,0.664804,1.854479
0.300279,0.664804,1.858951
0.304469,0.664804,1.863317
0.308659,0.664804,1.86758
0.312849,0.664804,1.871742
0.317039,0.664804,1.875804
0.321229,0.664804,1.879769
0.325419,0.664804,1.883639
0.329609,0.664804,1.887415
0.333799,0.664804,1.8911
0.337989,0.664804,1.894694
0.342179,0.664804,1.898201
0.346369,0.664804,1.901621
0.350559,0.664804,1.904957
0.354749,0.664804,1.908209
0.358939,0.664804,1.911381
0.363128,0.664804,1.914472
0.367318,0.664804,1.917485
0.371508,0.664804,1.920422
0.375698,0.664804,1.923283
0.379888,0.664804,1.92607
0.384078,0.664804,1.928785
0.388268,0.664804,1.931429
0.392458,0.664804,1.934004
0.396648,0.664804,1.93651
0.400838,0.664804,1.938949
0.405028,0.664804,1.941323
0.409218,0.664804,1.943632
0.413408,0.664804,1.945878
0.417598,0.664804,1.948062
0.421788,0.664804,1.950186
0.425978,0.664804,1.95225
0.430168,0.664804,1.954255
0.434358,0.664804,1.956203
0.438547,0.664804,1.958095
0.442737,0.664804,1.959931
0.446927,0.664804,1.961713
0.451117,0.664804,1.963443
0.455307,0.664804,1.96512
0.459497,0.664804,1.966746
0.463687,0.664804,1.968322
0.467877,0.664804,1.969848
0.472067,0.664804,1.971327
0.476257,0.664804,1.972758
0.480447,0.664804,1.974142
0.484637,0.664804,1.975481
0.488827,0.664804,1.976776
0.493017,0.664804,1.978026
0.497207,0.664804,1.979233
0.501397,0.664804,1.980398
0.505587,0.664804,1.981522
0.509777,0.664804,1.982605
0.513966,0.664804,1.983648
0.518156,0.664804,1.984652
0.522346,0.664804,1.985617
0.526536,0.664804,1.986545
0.530726,0.664804,1.987436
0.534916,0.664804,1.98829
0.539106,0.664804,1.989109
0.543296,0.664804,1.989893
0.547486,0.664804,1.990642
0.551676,0.664804,1.991358
0.555866,0.664804,1.992041
0.560056,0.664804,1.992691
0.564246,0.664804,1.99331
0.568436,0.664804,1.993897
0.572626,0.664804,1.994453
0.576816,0.664804,1.99498
0.581006,0.664804,1.995477
0.585196,0.664804,1.995945
0.589385,0.664804,1.996385
0.593575,0.664804,1.996797
0.597765,0.664804,1.997181
0.601955,0.664804,1.997539
0.606145,0.664804,1.99787
0.610335,0.664804,1.998176
0.614525,0.664804,1.998456
0.618715,0.664804,1.998711
0.622905,0.664804,1.998941
0.627095,0.664804,1.999148
0.631285,0.664804,1.999331
0.635475,0.664804,1.999491
0.639665,0.664804,1.999629
0.643855,0.664804,1.999744
0.648045,0.664804,1.999837
0.652235,0.664804,1.999909
0.656425,0.664804,1.99996
0.660615,0.664804,1.99999
0.664804,0.664804,2.0
0.668994,0.664804,1.99999
0.673184,0.664804,1.999961
0.677374,0.664804,1.999912
0.681564,0.664804,1.999845
0.685754,0.664804,1.999759
0.689944,0.664804,1.999656
0.694134,0.664804,1.999534
0.698324,0.664804,1.999395
0.702514,0.664804,1.999239
0.706704,0.664804,1.999067
0.710894,0.664804,1.998878
0.715084,0.664804,1.998672
0.719274,0.664804,1.998451
0.723464,0.664804,1.998215
0.727654,0.664804,1.997963
0.731844,0.664804,1.997696
0.736034,0.664804,1.997415
0.740223,0.664804,1.997119
0.744413,0.664804,1.99681
0.748603,0.664804,1.996486
0.752793,0.664804,1.996149
0.756983,0.664804,1.995798
0.761173,0.664804,1.995435
0.765363,0.664804,1.995058
0.769553,0.664804,1.994669
0.773743,0.664804,1.994268
0.777933,0.664804,1.993855
0.782123,0.664804,1.993429
0.786313,0.664804,1.992993
0.790503,0.664804,1.992544
0.794693,0.664804,1.992085
0.798883,0.664804,1.991615
0.803073,0.664804,1.991134
0.807263,0.664804,1.990642
0.811453,0.664804,1.99014
0.815642,0.664804,1.989628
0.819832,0.664804,1.989106
0.824022,0.664804,1.988574
0.828212,0.664804,1.988033
0.832402,0.664804,1.987482
0.836592,0.664804,1.986923
0.840782,0.664804,1.986354
0.844972,0.664804,1.985776
0.849162,0.664804,1.98519
0.853352,0.664804,1.984595
0.857542,0.664804,1.983992
0.861732,0.664804,1.983381
0.865922,0.664804,1.982762
0.870112,0.664804,1.982135
0.874302,0.664804,1.981501
0.878492,0.664804,1.980859
0.882682,0.664804,1.98021
0.886872,0.664804,1.979553
0.891061,0.664804,1.978889
0.895251,0.664804,1.978219
0.899441,0.664804,1.977542
0.903631,0.664804,1.976858
0.907821,0.664804,1.976168
0.912011,0.664804,1.975471
0.916201,0.664804,1.974768
0.920391,0.664804,1.97406
0.924581,0.664804,1.973345
0.928771,0.664804,1.972624
0.932961,0.664804,1.971898
0.937151,0.664804,1.971166
0.941341,0.664804,1.970429
0.945531,0.664804,1.969686
0.949721,0.664804,1.968938
0.953911,0.664804,1.968185
0.958101,0.664804,1.967427
0.962291,0.664804,1.966664
0.96648,0.664804,1.965897
0.97067,0.664804,1.965125
0.97486,0.664804,1.964348
0.97905,0.664804,1.963566
0.98324,0.664804,1.962781
0.98743,0.664804,1.961991
0.99162,0.664804,1.961197
0.99581,0.664804,1.960399
1.0,0.664804,1.959597
0.25,0.668994,1.795483
0.25419,0.668994,1.801282
0.25838,0.668994,1.806949
0.26257,0.668994,1.812488
0.26676,0.668994,1.817901
0.27095,0.668994,1.82319
0.27514,0.668994,1.828358
0.27933,0.668994,1.833408
0.28352,0.668994,1.838341
0.287709,0.668994,1.84316
0.291899,0.668994,1.847868
0.296089,0.668994,1.852466
0.300279,0.668994,1.856957
0.304469,0.668994,1.861343
0.308659,0.668994,1.865626
0.312849,0.668994,1.869808
0.317039,0.668994,1.873891
0.321229,0.668994,1.877877
0.325419,0.668994,1.881768
0.329609,0.668994,1.885566
0.333799,0.668994,1.889273
0.337989,0.668994,1.892889
0.342179,0.668994,1.896418
0.346369,0.668994,1.899861
0.350559,0.668994,1.903219
0.354749,0.668994,1.906495
0.358939,0.668994,1.909689
0.363128,0.668994,1.912804
0.367318,0.668994,1.91584
0.371508,0.668994,1.9188
0.375698,0.668994,1.921685
0.379888,0.668994,1.924496
0.384078,0.668994,1.927235
0.388268,0.668994,1.929903
0.392458,0.668994,1.932502
0.396648,0.668994,1.935032
0.400838,0.668994,1.937496
0.405028,0.668994,1.939894
0.409218,0.668994,1.942227
0.413408,0.668994,1.944498
0.417598,0.668994,1.946706
0.421788,0.668994,1.948854
0.425978,0.668994,1.950942
0.430168,0.668994,1.952972
0.434358,0.668994,1.954945
0.438547,0.668994,1.956861
0.442737,0.668994,1.958722
0.446927,0.668994,1.960529
0.451117,0.668994,1.962282
0.455307,0.668994,1.963984
0.459497,0.668994,1.965634
0.463687,0.668994,1.967235
0.467877,0.668994,1.968786
0.472067,0.668994,1.970288
0.476257,0.668994,1.971744
0.480447,0.668994,1.973153
0.484637,0.668994,1.974516
0.488827,0.668994,1.975834
0.493017,0.668994,1.977109
0.497207,0.668994,1.97834
0.501397,0.668994,1.979529
0.505587,0.668994,1.980677
0.509777,0.668994,1.981783
0.513966,0.668994,1.98285
0.518156,0.668994,1.983878
0.522346,0.668994,1.984867
0.526536,0.668994,1.985818
0.530726,0.668994,1.986732
0.534916,0.668994,1.98761
0.539106,0.668994,1.988452
0.543296,0.668994,1.989259
0.547486,0.668994,1.990031
0.551676,0.668994,1.99077
0.555866,0.668994,1.991476
0.560056,0.668994,1.992149
0.564246,0.668994,1.99279
0.568436,0.668994,1.9934
0.572626,0.668994,1.993979
0.576816,0.668994,1.994528
0.581006,0.668994,1.995047
0.585196,0.668994,1.995537
0.589385,0.668994,1.995999
0.593575,0.668994,1.996433
0.597765,0.668994,1.996839
0.601955,0.668994,1.997218
0.606145,0.668994,1.997571
0.610335,0.668994,1.997898
0.614525,0.668994,1.998199
0.618715,0.668994,1.998476
0.622905,0.668994,1.998727
0.627095,0.668994,1.998955
0.631285,0.668994,1.999159
0.635475,0.668994,1.99934
0.639665,0.668994,1.999498
0.643855,0.668994,1.999633
0.648045,0.668994,1.999747
0.652235,0.668994,1.999839
0.656425,0.668994,1.99991
0.660615,0.668994,1.99996
0.664804,0.668994,1.99999
0.668994,0.668994,2.0
0.673184,0.668994,1.99999
0.677374,0.668994,1.999961
0.681564,0.668994,1.999913
0.685754,0.668994,1.999847
0.689944,0.668994,1.999762
0.694134,0.668994,1.99966
0.698324,0.668994,1.99954
0.702514,0.668994,1.999403
0.706704,0.668994,1.999249
0.710894,0.668994,1.999078
0.715084,0.668994,1.998891
0.719274,0.668994,1.998688
0.723464,0.668994,1.99847
0.727654,0.668994,1.998236
0.731844,0.668994,1.997987
0.736034,0.668994,1.997724
0.740223,0.668994,1.997446
0.744413,0.668994,1.997153
0.748603,0.668994,1.996847
0.752793,0.668994,1.996527
0.756983,0.668994,1.996194
0.761173,0.668994,1.995847
0.765363,0.668994,1.995488
0.769553,0.668994,1.995116
0.773743,0.668994,1.994731
0.777933,0.668994,1.994334
0.782123,0.668994,1.993925
0.786313,0.668994,1.993505
0.790503,0.668994,1.993073
0.794693,0.668994,1.99263
0.798883,0.668994,1.992175
0.803073,0.668994,1.99171
0.807263,0.668994,1.991234
0.811453,0.668994,1.990748
0.815642,0.668994,1.990251
0.819832,0.668994,1.989744
0.824022,0.668994,1.989228
0.828212,0.668994,1.988702
0.832402,0.668994,1.988166
0.836592,0.668994,1.987621
0.840782,0.668994,1.987067
0.844972,0.668994,1.986504
0.849162,0.668994,1.985933
0.853352,0.668994,1.985352
0.857542,0.668994,1.984764
0.861732,0.668994,1.984167
0.865922,0.668994,1.983562
0.870112,0.668994,1.982949
0.874302,0.668994,1.982329
0.878492,0.668994,1.9817
0.882682,0.668994,1.981065
0.886872,0.668994,1.980422
0.891061,0.668994,1.979772
0.895251,0.668994,1.979115
0.899441,0.668994,1.978451
0.903631,0.668994,1.97778
0.907821,0.668994,1.977103
0.912011,0.668994,1.976419
0.916201,0.668994,1.975729
0.920391,0.668994,1.975033
0.924581,0.668994,1.974331
0.928771,0.668994,1.973623
0.932961,0.668994,1.972909
0.937151,0.668994,1.97219
0.941341,0.668994,1.971465
0.945531,0.668994,1.970734
0.949721,0.668994,1.969998
0.953911,0.668994,1.969257
0.958101,0.668994,1.968511
0.962291,0.668994,1.96776
0.96648,0.668994,1.967004
0.97067,0.668994,1.966244
0.97486,0.668994,1.965478
0.97905,0.668994,1.964708
0.98324,0.668994,1.963934
0.98743,0.668994,1.963155
0.99162,0.668994,1.962372
0.99581,0.668994,1.961585
1.0,0.668994,1.960794
0.25,0.673184,1.793295
0.25419,0.673184,1.799108
0.25838,0.673184,1.804789
0.26257,0.673184,1.810343
0.26676,0.673184,1.815771
0.27095,0.673184,1.821076
0.27514,0.673184,1.82626
0.27933,0.673184,1.831327
0.28352,0.673184,1.836277
0.287709,0.673184,1.841114
0.291899,0.673184,1.84584
0.296089,0.673184,1.850457
0.300279,0.673184,1.854967
0.304469,0.673184,1.859372
0.308659,0.673184,1.863675
0.312849,0.673184,1.867877
0.317039,0.673184,1.871981
0.321229,0.673184,1.875987
0.325419,0.673184,1.879899
0.329609,0.673184,1.883718
0.333799,0.673184,1.887446
0.337989,0.673184,1.891085
0.342179,0.673184,1.894635
0.346369,0.673184,1.8981
