a,H,V
0.543296,0.480447,1.996232
0.547486,0.480447,1.995748
0.551676,0.480447,1.995239
0.555866,0.480447,1.994706
0.560056,0.480447,1.994149
0.564246,0.480447,1.993569
0.568436,0.480447,1.992967
0.572626,0.480447,1.992343
0.576816,0.480447,1.991698
0.581006,0.480447,1.991032
0.585196,0.480447,1.990346
0.589385,0.480447,1.98964
0.593575,0.480447,1.988915
0.597765,0.480447,1.988172
0.601955,0.480447,1.987411
0.606145,0.480447,1.986633
0.610335,0.480447,1.985837
0.614525,0.480447,1.985025
0.618715,0.480447,1.984197
0.622905,0.480447,1.983353
0.627095,0.480447,1.982493
0.631285,0.480447,1.981619
0.635475,0.480447,1.980731
0.639665,0.480447,1.979829
0.643855,0.480447,1.978913
0.648045,0.480447,1.977984
0.652235,0.480447,1.977042
0.656425,0.480447,1.976087
0.660615,0.480447,1.975121
0.664804,0.480447,1.974142
0.668994,0.480447,1.973153
0.673184,0.480447,1.972152
0.677374,0.480447,1.97114
0.681564,0.480447,1.970118
0.685754,0.480447,1.969086
0.689944,0.480447,1.968045
0.694134,0.480447,1.966993
0.698324,0.480447,1.965933
0.702514,0.480447,1.964863
0.706704,0.480447,1.963785
0.710894,0.480447,1.962698
0.715084,0.480447,1.961604
0.719274,0.480447,1.960501
0.723464,0.480447,1.959391
0.727654,0.480447,1.958273
0.731844,0.480447,1.957148
0.736034,0.480447,1.956017
0.740223,0.480447,1.954878
0.744413,0.480447,1.953734
0.748603,0.480447,1.952583
0.752793,0.480447,1.951426
0.756983,0.480447,1.950263
0.761173,0.480447,1.949095
0.765363,0.480447,1.947921
0.769553,0.480447,1.946742
0.773743,0.480447,1.945558
0.777933,0.480447,1.944369
0.782123,0.480447,1.943175
0.786313,0.480447,1.941977
0.790503,0.480447,1.940775
0.794693,0.480447,1.939569
0.798883,0.480447,1.938358
0.803073,0.480447,1.937144
0.807263,0.480447,1.935926
0.811453,0.480447,1.934705
0.815642,0.480447,1.93348
0.819832,0.480447,1.932253
0.824022,0.480447,1.931022
0.828212,0.480447,1.929788
0.832402,0.480447,1.928551
0.836592,0.480447,1.927312
0.840782,0.480447,1.92607
0.844972,0.480447,1.924826
0.849162,0.480447,1.92358
0.853352,0.480447,1.922331
0.857542,0.480447,1.921081
0.861732,0.480447,1.919828
0.865922,0.480447,1.918574
0.870112,0.480447,1.917318
0.874302,0.480447,1.916061
0.878492,0.480447,1.914802
0.882682,0.480447,1.913541
0.886872,0.480447,1.91228
0.891061,0.480447,1.911017
0.895251,0.480447,1.909753
0.899441,0.480447,1.908488
0.903631,0.480447,1.907223
0.907821,0.480447,1.905956
0.912011,0.480447,1.904689
0.916201,0.480447,1.903422
0.920391,0.480447,1.902153
0.924581,0.480447,1.900885
0.928771,0.480447,1.899615
0.932961,0.480447,1.898346
0.937151,0.480447,1.897077
0.941341,0.480447,1.895807
0.945531,0.480447,1.894537
0.949721,0.480447,1.893267
0.953911,0.480447,1.891997
0.958101,0.480447,1.890728
0.962291,0.480447,1.889458
0.96648,0.480447,1.888189
0.97067,0.480447,1.886921
0.97486,0.480447,1.885652
0.97905,0.480447,1.884384
0.98324,0.480447,1.883117
0.98743,0.480447,1.88185
0.99162,0.480447,1.880584
0.99581,0.480447,1.879318
1.0,0.480447,1.878053
0.25,0.484637,1.898828
0.25419,0.484637,1.903477
0.25838,0.484637,1.907969
0.26257,0.484637,1.912307
0.26676,0.484637,1.916495
0.27095,0.484637,1.920539
0.27514,0.484637,1.92444
0.27933,0.484637,1.928204
0.28352,0.484637,1.931835
0.287709,0.484637,1.935334
0.291899,0.484637,1.938706
0.296089,0.484637,1.941955
0.300279,0.484637,1.945083
0.304469,0.484637,1.948093
0.308659,0.484637,1.95099
0.312849,0.484637,1.953775
0.317039,0.484637,1.956451
0.321229,0.484637,1.959022
0.325419,0.484637,1.96149
0.329609,0.484637,1.963858
0.333799,0.484637,1.966129
0.337989,0.484637,1.968304
0.342179,0.484637,1.970386
0.346369,0.484637,1.972379
0.350559,0.484637,1.974283
0.354749,0.484637,1.976102
0.358939,0.484637,1.977838
0.363128,0.484637,1.979492
0.367318,0.484637,1.981067
0.371508,0.484637,1.982565
0.375698,0.484637,1.983988
0.379888,0.484637,1.985337
0.384078,0.484637,1.986616
0.388268,0.484637,1.987824
0.392458,0.484637,1.988965
0.396648,0.484637,1.99004
0.400838,0.484637,1.99105
0.405028,0.484637,1.991998
0.409218,0.484637,1.992885
0.413408,0.484637,1.993712
0.417598,0.484637,1.994482
0.421788,0.484637,1.995194
0.425978,0.484637,1.995852
0.430168,0.484637,1.996456
0.434358,0.484637,1.997007
0.438547,0.484637,1.997508
0.442737,0.484637,1.997959
0.446927,0.484637,1.998362
0.451117,0.484637,1.998717
0.455307,0.484637,1.999026
0.459497,0.484637,1.999291
0.463687,0.484637,1.999512
0.467877,0.484637,1.99969
0.472067,0.484637,1.999827
0.476257,0.484637,1.999924
0.480447,0.484637,1.999981
0.484637,0.484637,2.0
0.488827,0.484637,1.999981
0.493017,0.484637,1.999927
0.497207,0.484637,1.999836
0.501397,0.484637,1.999711
0.505587,0.484637,1.999552
0.509777,0.484637,1.999361
0.513966,0.484637,1.999137
0.518156,0.484637,1.998883
0.522346,0.484637,1.998598
0.526536,0.484637,1.998283
0.530726,0.484637,1.99794
0.534916,0.484637,1.997569
0.539106,0.484637,1.99717
0.543296,0.484637,1.996744
0.547486,0.484637,1.996293
0.551676,0.484637,1.995817
0.555866,0.484637,1.995316
0.560056,0.484637,1.994791
0.564246,0.484637,1.994242
0.568436,0.484637,1.993671
0.572626,0.484637,1.993078
0.576816,0.484637,1.992463
0.581006,0.484637,1.991828
0.585196,0.484637,1.991171
0.589385,0.484637,1.990496
0.593575,0.484637,1.9898
0.597765,0.484637,1.989086
0.601955,0.484637,1.988354
0.606145,0.484637,1.987604
0.610335,0.484637,1.986836
0.614525,0.484637,1.986052
0.618715,0.484637,1.985251
0.622905,0.484637,1.984435
0.627095,0.484637,1.983602
0.631285,0.484637,1.982755
0.635475,0.484637,1.981893
0.639665,0.484637,1.981017
0.643855,0.484637,1.980127
0.648045,0.484637,1.979223
0.652235,0.484637,1.978306
0.656425,0.484637,1.977377
0.660615,0.484637,1.976435
0.664804,0.484637,1.975481
0.668994,0.484637,1.974516
0.673184,0.484637,1.973539
0.677374,0.484637,1.972551
0.681564,0.484637,1.971553
0.685754,0.484637,1.970544
0.689944,0.484637,1.969525
0.694134,0.484637,1.968496
0.698324,0.484637,1.967458
0.702514,0.484637,1.966411
0.706704,0.484637,1.965354
0.710894,0.484637,1.964289
0.715084,0.484637,1.963216
0.719274,0.484637,1.962135
0.723464,0.484637,1.961045
0.727654,0.484637,1.959948
0.731844,0.484637,1.958844
0.736034,0.484637,1.957733
0.740223,0.484637,1.956614
0.744413,0.484637,1.955489
0.748603,0.484637,1.954358
0.752793,0.484637,1.95322
0.756983,0.484637,1.952077
0.761173,0.484637,1.950927
0.765363,0.484637,1.949772
0.769553,0.484637,1.948612
0.773743,0.484637,1.947446
0.777933,0.484637,1.946275
0.782123,0.484637,1.945099
0.786313,0.484637,1.943919
0.790503,0.484637,1.942734
0.794693,0.484637,1.941545
0.798883,0.484637,1.940352
0.803073,0.484637,1.939154
0.807263,0.484637,1.937953
0.811453,0.484637,1.936748
0.815642,0.484637,1.93554
0.819832,0.484637,1.934328
0.824022,0.484637,1.933113
0.828212,0.484637,1.931895
0.832402,0.484637,1.930673
0.836592,0.484637,1.92945
0.840782,0.484637,1.928223
0.844972,0.484637,1.926994
0.849162,0.484637,1.925762
0.853352,0.484637,1.924528
0.857542,0.484637,1.923292
0.861732,0.484637,1.922054
0.865922,0.484637,1.920814
0.870112,0.484637,1.919572
0.874302,0.484637,1.918328
0.878492,0.484637,1.917083
0.882682,0.484637,1.915836
0.886872,0.484637,1.914587
0.891061,0.484637,1.913338
0.895251,0.484637,1.912087
0.899441,0.484637,1.910835
0.903631,0.484637,1.909582
0.907821,0.484637,1.908328
0.912011,0.484637,1.907073
0.916201,0.484637,1.905818
0.920391,0.484637,1.904561
0.924581,0.484637,1.903305
0.928771,0.484637,1.902047
0.932961,0.484637,1.900789
0.937151,0.484637,1.899531
0.941341,0.484637,1.898273
0.945531,0.484637,1.897014
0.949721,0.484637,1.895756
0.953911,0.484637,1.894497
0.958101,0.484637,1.893238
0.962291,0.484637,1.891979
0.96648,0.484637,1.890721
0.97067,0.484637,1.889462
0.97486,0.484637,1.888204
0.97905,0.484637,1.886946
0.98324,0.484637,1.885689
0.98743,0.484637,1.884432
0.99162,0.484637,1.883175
0.99581,0.484637,1.881919
1.0,0.484637,1.880664
0.25,0.488827,1.896388
0.25419,0.488827,1.90108
0.25838,0.488827,1.905614
0.26257,0.488827,1.909995
0.26676,0.488827,1.914228
0.27095,0.488827,1.918315
0.27514,0.488827,1.922261
0.27933,0.488827,1.92607
0.28352,0.488827,1.929745
0.287709,0.488827,1.93329
0.291899,0.488827,1.936708
0.296089,0.488827,1.940002
0.300279,0.488827,1.943175
0.304469,0.488827,1.946232
0.308659,0.488827,1.949174
0.312849,0.488827,1.952005
0.317039,0.488827,1.954728
0.321229,0.488827,1.957345
0.325419,0.488827,1.959859
0.329609,0.488827,1.962272
0.333799,0.488827,1.964589
0.337989,0.488827,1.96681
0.342179,0.488827,1.968938
0.346369,0.488827,1.970976
0.350559,0.488827,1.972926
0.354749,0.488827,1.974791
0.358939,0.488827,1.976572
0.363128,0.488827,1.978271
0.367318,0.488827,1.979891
0.371508,0.488827,1.981434
0.375698,0.488827,1.982901
0.379888,0.488827,1.984295
0.384078,0.488827,1.985617
0.388268,0.488827,1.98687
0.392458,0.488827,1.988054
0.396648,0.488827,1.989173
0.400838,0.488827,1.990227
0.405028,0.488827,1.991217
0.409218,0.488827,1.992147
0.413408,0.488827,1.993017
0.417598,0.488827,1.993828
0.421788,0.488827,1.994583
0.425978,0.488827,1.995282
0.430168,0.488827,1.995927
0.434358,0.488827,1.99652
0.438547,0.488827,1.997061
0.442737,0.488827,1.997553
0.446927,0.488827,1.997995
0.451117,0.488827,1.998391
0.455307,0.488827,1.99874
0.459497,0.488827,1.999044
0.463687,0.488827,1.999303
0.467877,0.488827,1.999521
0.472067,0.488827,1.999696
0.476257,0.488827,1.99983
0.480447,0.488827,1.999925
0.484637,0.488827,1.999981
0.488827,0.488827,2.0
0.493017,0.488827,1.999982
0.497207,0.488827,1.999928
0.501397,0.488827,1.999839
0.505587,0.488827,1.999716
0.509777,0.488827,1.99956
0.513966,0.488827,1.999372
0.518156,0.488827,1.999152
0.522346,0.488827,1.998901
0.526536,0.488827,1.998621
0.530726,0.488827,1.998311
0.534916,0.488827,1.997973
0.539106,0.488827,1.997608
0.543296,0.488827,1.997216
0.547486,0.488827,1.996797
0.551676,0.488827,1.996353
0.555866,0.488827,1.995883
0.560056,0.488827,1.99539
0.564246,0.488827,1.994873
0.568436,0.488827,1.994333
0.572626,0.488827,1.993771
0.576816,0.488827,1.993186
0.581006,0.488827,1.992581
0.585196,0.488827,1.991954
0.589385,0.488827,1.991308
0.593575,0.488827,1.990642
0.597765,0.488827,1.989957
0.601955,0.488827,1.989253
0.606145,0.488827,1.988531
0.610335,0.488827,1.987792
0.614525,0.488827,1.987035
0.618715,0.488827,1.986262
0.622905,0.488827,1.985472
0.627095,0.488827,1.984667
0.631285,0.488827,1.983846
0.635475,0.488827,1.983011
0.639665,0.488827,1.982161
0.643855,0.488827,1.981296
0.648045,0.488827,1.980418
0.652235,0.488827,1.979527
0.656425,0.488827,1.978622
0.660615,0.488827,1.977705
0.664804,0.488827,1.976776
0.668994,0.488827,1.975834
0.673184,0.488827,1.974881
0.677374,0.488827,1.973917
0.681564,0.488827,1.972942
0.685754,0.488827,1.971956
0.689944,0.488827,1.97096
0.694134,0.488827,1.969954
0.698324,0.488827,1.968938
0.702514,0.488827,1.967913
0.706704,0.488827,1.966878
0.710894,0.488827,1.965835
0.715084,0.488827,1.964783
0.719274,0.488827,1.963723
0.723464,0.488827,1.962655
0.727654,0.488827,1.961578
0.731844,0.488827,1.960495
0.736034,0.488827,1.959403
0.740223,0.488827,1.958305
0.744413,0.488827,1.9572
0.748603,0.488827,1.956088
0.752793,0.488827,1.95497
0.756983,0.488827,1.953845
0.761173,0.488827,1.952715
0.765363,0.488827,1.951578
0.769553,0.488827,1.950436
0.773743,0.488827,1.949289
0.777933,0.488827,1.948136
0.782123,0.488827,1.946978
0.786313,0.488827,1.945815
0.790503,0.488827,1.944648
0.794693,0.488827,1.943476
0.798883,0.488827,1.9423
0.803073,0.488827,1.941119
0.807263,0.488827,1.939935
0.811453,0.488827,1.938746
0.815642,0.488827,1.937554
0.819832,0.488827,1.936358
0.824022,0.488827,1.935159
0.828212,0.488827,1.933957
0.832402,0.488827,1.932751
0.836592,0.488827,1.931543
0.840782,0.488827,1.930331
0.844972,0.488827,1.929117
0.849162,0.488827,1.9279
0.853352,0.488827,1.926681
0.857542,0.488827,1.925459
0.861732,0.488827,1.924235
0.865922,0.488827,1.923009
0.870112,0.488827,1.921781
0.874302,0.488827,1.920551
0.878492,0.488827,1.91932
0.882682,0.488827,1.918086
0.886872,0.488827,1.916851
0.891061,0.488827,1.915615
0.895251,0.488827,1.914377
0.899441,0.488827,1.913138
0.903631,0.488827,1.911897
0.907821,0.488827,1.910656
0.912011,0.488827,1.909414
0.916201,0.488827,1.90817
0.920391,0.488827,1.906926
0.924581,0.488827,1.905681
0.928771,0.488827,1.904436
0.932961,0.488827,1.90319
0.937151,0.488827,1.901943
0.941341,0.488827,1.900696
0.945531,0.488827,1.899449
0.949721,0.488827,1.898201
0.953911,0.488827,1.896953
0.958101,0.488827,1.895705
0.962291,0.488827,1.894457
0.96648,0.488827,1.893209
0.97067,0.488827,1.891961
0.97486,0.488827,1.890713
0.97905,0.488827,1.889466
0.98324,0.488827,1.888218
0.98743,0.488827,1.886971
0.99162,0.488827,1.885725
0.99581,0.488827,1.884478
1.0,0.488827,1.883233
0.25,0.493017,1.893948
0.25419,0.493017,1.898681
0.25838,0.493017,1.903257
0.26257,0.493017,1.907681
0.26676,0.493017,1.911956
0.27095,0.493017,1.916086
0.27514,0.493017,1.920076
0.27933,0.493017,1.923929
0.28352,0.493017,1.927648
0.287709,0.493017,1.931237
0.291899,0.493017,1.934699
0.296089,0.493017,1.938038
0.300279,0.493017,1.941257
0.304469,0.493017,1.944358
0.308659,0.493017,1.947345
0.312849,0.493017,1.950221
0.317039,0.493017,1.952989
0.321229,0.493017,1.955651
0.325419,0.493017,1.958211
0.329609,0.493017,1.96067
0.333799,0.493017,1.963031
0.337989,0.493017,1.965297
0.342179,0.493017,1.967471
0.346369,0.493017,1.969554
0.350559,0.493017,1.971549
0.354749,0.493017,1.973458
0.358939,0.493017,1.975283
0.363128,0.493017,1.977027
0.367318,0.493017,1.978691
0.371508,0.493017,1.980278
0.375698,0.493017,1.98179
0.379888,0.493017,1.983227
0.384078,0.493017,1.984593
0.388268,0.493017,1.985889
0.392458,0.493017,1.987117
0.396648,0.493017,1.988278
0.400838,0.493017,1.989375
0.405028,0.493017,1.990408
0.409218,0.493017,1.99138
0.413408,0.493017,1.992291
0.417598,0.493017,1.993144
0.421788,0.493017,1.99394
0.425978,0.493017,1.994681
0.430168,0.493017,1.995367
0.434358,0.493017,1.996
0.438547,0.493017,1.996582
0.442737,0.493017,1.997114
0.446927,0.493017,1.997596
0.451117,0.493017,1.998031
0.455307,0.493017,1.998419
0.459497,0.493017,1.998762
0.463687,0.493017,1.99906
0.467877,0.493017,1.999316
0.472067,0.493017,1.999529
0.476257,0.493017,1.999701
0.480447,0.493017,1.999833
0.484637,0.493017,1.999927
0.488827,0.493017,1.999982
0.493017,0.493017,2.0
0.497207,0.493017,1.999982
0.501397,0.493017,1.999929
0.505587,0.493017,1.999842
0.509777,0.493017,1.999721
0.513966,0.493017,1.999567
0.518156,0.493017,1.999382
0.522346,0.493017,1.999166
0.526536,0.493017,1.998919
0.530726,0.493017,1.998643
0.534916,0.493017,1.998339
0.539106,0.493017,1.998006
0.543296,0.493017,1.997647
0.547486,0.493017,1.99726
0.551676,0.493017,1.996848
0.555866,0.493017,1.996411
0.560056,0.493017,1.995949
0.564246,0.493017,1.995463
0.568436,0.493017,1.994954
0.572626,0.493017,1.994422
0.576816,0.493017,1.993868
0.581006,0.493017,1.993292
0.585196,0.493017,1.992696
0.589385,0.493017,1.992078
0.593575,0.493017,1.991442
0.597765,0.493017,1.990785
0.601955,0.493017,1.99011
0.606145,0.493017,1.989416
0.610335,0.493017,1.988705
0.614525,0.493017,1.987976
0.618715,0.493017,1.98723
0.622905,0.493017,1.986467
0.627095,0.493017,1.985689
0.631285,0.493017,1.984895
0.635475,0.493017,1.984085
0.639665,0.493017,1.983261
0.643855,0.493017,1.982422
0.648045,0.493017,1.98157
0.652235,0.493017,1.980703
0.656425,0.493017,1.979824
0.660615,0.493017,1.978931
0.664804,0.493017,1.978026
0.668994,0.493017,1.977109
0.673184,0.493017,1.97618
0.677374,0.493017,1.975239
0.681564,0.493017,1.974287
0.685754,0.493017,1.973325
0.689944,0.493017,1.972351
0.694134,0.493017,1.971368
0.698324,0.493017,1.970374
0.702514,0.493017,1.969371
0.706704,0.493017,1.968358
0.710894,0.493017,1.967337
0.715084,0.493017,1.966306
0.719274,0.493017,1.965267
0.723464,0.493017,1.96422
0.727654,0.493017,1.963164
0.731844,0.493017,1.962101
0.736034,0.493017,1.96103
0.740223,0.493017,1.959951
0.744413,0.493017,1.958866
0.748603,0.493017,1.957774
0.752793,0.493017,1.956675
0.756983,0.493017,1.955569
0.761173,0.493017,1.954458
0.765363,0.493017,1.95334
0.769553,0.493017,1.952216
0.773743,0.493017,1.951087
0.777933,0.493017,1.949952
0.782123,0.493017,1.948812
0.786313,0.493017,1.947667
0.790503,0.493017,1.946517
0.794693,0.493017,1.945363
0.798883,0.493017,1.944204
0.803073,0.493017,1.94304
0.807263,0.493017,1.941872
0.811453,0.493017,1.9407
0.815642,0.493017,1.939524
0.819832,0.493017,1.938345
0.824022,0.493017,1.937161
0.828212,0.493017,1.935975
0.832402,0.493017,1.934785
0.836592,0.493017,1.933592
0.840782,0.493017,1.932395
0.844972,0.493017,1.931196
0.849162,0.493017,1.929994
0.853352,0.493017,1.92879
0.857542,0.493017,1.927583
0.861732,0.493017,1.926373
0.865922,0.493017,1.925161
0.870112,0.493017,1.923947
0.874302,0.493017,1.922731
0.878492,0.493017,1.921513
0.882682,0.493017,1.920293
0.886872,0.493017,1.919072
0.891061,0.493017,1.917848
0.895251,0.493017,1.916624
0.899441,0.493017,1.915397
0.903631,0.493017,1.91417
0.907821,0.493017,1.912941
0.912011,0.493017,1.911711
0.916201,0.493017,1.91048
0.920391,0.493017,1.909248
0.924581,0.493017,1.908015
0.928771,0.493017,1.906782
0.932961,0.493017,1.905547
0.937151,0.493017,1.904312
0.941341,0.493017,1.903077
0.945531,0.493017,1.901841
0.949721,0.493017,1.900604
0.953911,0.493017,1.899367
0.958101,0.493017,1.89813
0.962291,0.493017,1.896893
0.96648,0.493017,1.895656
0.97067,0.493017,1.894418
0.97486,0.493017,1.893181
0.97905,0.493017,1.891943
0.98324,0.493017,1.890706
0.98743,0.493017,1.889469
0.99162,0.493017,1.888232
0.99581,0.493017,1.886996
1.0,0.493017,1.88576
0.25,0.497207,1.891508
0.25419,0.497207,1.896281
0.25838,0.497207,1.900898
0.26257,0.497207,1.905363
0.26676,0.497207,1.90968
0.27095,0.497207,1.913853
0.27514,0.497207,1.917886
0.27933,0.497207,1.921781
0.28352,0.497207,1.925543
0.287709,0.497207,1.929176
0.291899,0.497207,1.932682
0.296089,0.497207,1.936064
0.300279,0.497207,1.939327
0.304469,0.497207,1.942473
0.308659,0.497207,1.945504
0.312849,0.497207,1.948425
0.317039,0.497207,1.951237
0.321229,0.497207,1.953943
0.325419,0.497207,1.956547
0.329609,0.497207,1.959051
0.333799,0.497207,1.961456
0.337989,0.497207,1.963767
0.342179,0.497207,1.965985
0.346369,0.497207,1.968112
0.350559,0.497207,1.970151
0.354749,0.497207,1.972104
0.358939,0.497207,1.973974
0.363128,0.497207,1.975761
0.367318,0.497207,1.977469
0.371508,0.497207,1.9791
0.375698,0.497207,1.980654
0.379888,0.497207,1.982135
0.384078,0.497207,1.983544
0.388268,0.497207,1.984883
0.392458,0.497207,1.986153
0.396648,0.497207,1.987357
0.400838,0.497207,1.988496
0.405028,0.497207,1.989571
0.409218,0.497207,1.990584
0.413408,0.497207,1.991537
0.417598,0.497207,1.992432
0.421788,0.497207,1.993269
0.425978,0.497207,1.99405
0.430168,0.497207,1.994777
0.434358,0.497207,1.99545
0.438547,0.497207,1.996072
0.442737,0.497207,1.996643
0.446927,0.497207,1.997165
0.451117,0.497207,1.997638
0.455307,0.497207,1.998065
0.459497,0.497207,1.998447
0.463687,0.497207,1.998783
0.467877,0.497207,1.999076
0.472067,0.497207,1.999327
0.476257,0.497207,1.999537
0.480447,0.497207,1.999706
0.484637,0.497207,1.999836
0.488827,0.497207,1.999928
0.493017,0.497207,1.999982
0.497207,0.497207,2.0
0.501397,0.497207,1.999982
0.505587,0.497207,1.99993
0.509777,0.497207,1.999844
0.513966,0.497207,1.999725
0.518156,0.497207,1.999574
0.522346,0.497207,1.999392
0.526536,0.497207,1.999179
0.530726,0.497207,1.998937
0.534916,0.497207,1.998665
0.539106,0.497207,1.998366
0.543296,0.497207,1.998038
0.547486,0.497207,1.997684
0.551676,0.497207,1.997304
0.555866,0.497207,1.996898
0.560056,0.497207,1.996467
0.564246,0.497207,1.996012
0.568436,0.497207,1.995534
0.572626,0.497207,1.995032
0.576816,0.497207,1.994508
0.581006,0.497207,1.993963
0.585196,0.497207,1.993396
0.589385,0.497207,1.992808
0.593575,0.497207,1.9922
0.597765,0.497207,1.991572
0.601955,0.497207,1.990925
0.606145,0.497207,1.990259
0.610335,0.497207,1.989576
0.614525,0.497207,1.988874
0.618715,0.497207,1.988155
0.622905,0.497207,1.98742
0.627095,0.497207,1.986668
0.631285,0.497207,1.9859
0.635475,0.497207,1.985117
0.639665,0.497207,1.984319
0.643855,0.497207,1.983505
0.648045,0.497207,1.982678
0.652235,0.497207,1.981837
0.656425,0.497207,1.980982
0.660615,0.497207,1.980114
0.664804,0.497207,1.979233
0.668994,0.497207,1.97834
0.673184,0.497207,1.977435
0.677374,0.497207,1.976518
0.681564,0.497207,1.975589
0.685754,0.497207,1.974649
0.689944,0.497207,1.973699
0.694134,0.497207,1.972738
0.698324,0.497207,1.971767
0.702514,0.497207,1.970786
0.706704,0.497207,1.969795
0.710894,0.497207,1.968795
0.715084,0.497207,1.967786
0.719274,0.497207,1.966768
0.723464,0.497207,1.965741
0.727654,0.497207,1.964706
0.731844,0.497207,1.963663
0.736034,0.497207,1.962612
0.740223,0.497207,1.961554
0.744413,0.497207,1.960489
0.748603,0.497207,1.959416
0.752793,0.497207,1.958336
0.756983,0.497207,1.95725
0.761173,0.497207,1.956157
0.765363,0.497207,1.955058
0.769553,0.497207,1.953953
0.773743,0.497207,1.952842
0.777933,0.497207,1.951725
0.782123,0.497207,1.950603
0.786313,0.497207,1.949476
0.790503,0.497207,1.948343
0.794693,0.497207,1.947206
0.798883,0.497207,1.946064
0.803073,0.497207,1.944917
0.807263,0.497207,1.943766
0.811453,0.497207,1.942611
0.815642,0.497207,1.941451
0.819832,0.497207,1.940288
0.824022,0.497207,1.93912
0.828212,0.497207,1.93795
0.832402,0.497207,1.936775
0.836592,0.497207,1.935597
0.840782,0.497207,1.934416
0.844972,0.497207,1.933232
0.849162,0.497207,1.932045
0.853352,0.497207,1.930855
0.857542,0.497207,1.929663
0.861732,0.497207,1.928468
0.865922,0.497207,1.92727
0.870112,0.497207,1.92607
0.874302,0.497207,1.924868
0.878492,0.497207,1.923664
0.882682,0.497207,1.922458
0.886872,0.497207,1.921249
0.891061,0.497207,1.920039
0.895251,0.497207,1.918828
0.899441,0.497207,1.917614
0.903631,0.497207,1.9164
0.907821,0.497207,1.915184
0.912011,0.497207,1.913966
0.916201,0.497207,1.912748
0.920391,0.497207,1.911528
0.924581,0.497207,1.910307
0.928771,0.497207,1.909085
0.932961,0.497207,1.907863
0.937151,0.497207,1.906639
0.941341,0.497207,1.905415
0.945531,0.497207,1.904191
0.949721,0.497207,1.902966
0.953911,0.497207,1.90174
0.958101,0.497207,1.900514
0.962291,0.497207,1.899287
0.96648,0.497207,1.898061
0.97067,0.497207,1.896834
0.97486,0.497207,1.895607
0.97905,0.497207,1.89438
0.98324,0.497207,1.893153
0.98743,0.497207,1.891926
0.99162,0.497207,1.890699
0.99581,0.497207,1.889473
1.0,0.497207,1.888246
0.25,0.501397,1.889068
0.25419,0.501397,1.893881
0.25838,0.501397,1.898538
0.26257,0.501397,1.903044
0.26676,0.501397,1.907402
0.27095,0.501397,1.911616
0.27514,0.501397,1.91569
0.27933,0.501397,1.919628
0.28352,0.501397,1.923432
0.287709,0.501397,1.927107
0.291899,0.501397,1.930656
0.296089,0.501397,1.934082
0.300279,0.501397,1.937387
0.304469,0.501397,1.940576
0.308659,0.501397,1.943651
0.312849,0.501397,1.946615
0.317039,0.501397,1.949471
0.321229,0.501397,1.952221
0.325419,0.501397,1.954869
0.329609,0.501397,1.957416
0.333799,0.501397,1.959865
0.337989,0.501397,1.96222
0.342179,0.501397,1.964481
0.346369,0.501397,1.966652
0.350559,0.501397,1.968735
0.354749,0.501397,1.970731
0.358939,0.501397,1.972644
0.363128,0.501397,1.974475
0.367318,0.501397,1.976226
0.371508,0.501397,1.977899
0.375698,0.501397,1.979497
0.379888,0.501397,1.98102
0.384078,0.501397,1.982471
0.388268,0.501397,1.983852
0.392458,0.501397,1.985165
0.396648,0.501397,1.98641
0.400838,0.501397,1.987591
0.405028,0.501397,1.988707
0.409218,0.501397,1.989762
0.413408,0.501397,1.990756
0.417598,0.501397,1.991691
0.421788,0.501397,1.992568
0.425978,0.501397,1.99339
0.430168,0.501397,1.994156
0.434358,0.501397,1.99487
0.438547,0.501397,1.995531
0.442737,0.501397,1.996141
0.446927,0.501397,1.996702
0.451117,0.501397,1.997214
0.455307,0.501397,1.99768
0.459497,0.501397,1.998099
0.463687,0.501397,1.998473
0.467877,0.501397,1.998804
0.472067,0.501397,1.999092
0.476257,0.501397,1.999339
0.480447,0.501397,1.999545
0.484637,0.501397,1.999711
0.488827,0.501397,1.999839
0.493017,0.501397,1.999929
0.497207,0.501397,1.999982
0.501397,0.501397,2.0
0.505587,0.501397,1.999983
0.509777,0.501397,1.999931
0.513966,0.501397,1.999847
0.518156,0.501397,1.99973
0.522346,0.501397,1.999581
0.526536,0.501397,1.999402
0.530726,0.501397,1.999193
0.534916,0.501397,1.998954
0.539106,0.501397,1.998687
0.543296,0.501397,1.998392
0.547486,0.501397,1.998069
0.551676,0.501397,1.997721
0.555866,0.501397,1.997346
0.560056,0.501397,1.996947
0.564246,0.501397,1.996523
0.568436,0.501397,1.996075
0.572626,0.501397,1.995603
0.576816,0.501397,1.995109
0.581006,0.501397,1.994593
0.585196,0.501397,1.994055
0.589385,0.501397,1.993497
0.593575,0.501397,1.992917
0.597765,0.501397,1.992318
0.601955,0.501397,1.991699
0.606145,0.501397,1.991062
0.610335,0.501397,1.990406
0.614525,0.501397,1.989732
0.618715,0.501397,1.98904
0.622905,0.501397,1.988331
0.627095,0.501397,1.987606
0.631285,0.501397,1.986864
0.635475,0.501397,1.986107
0.639665,0.501397,1.985334
0.643855,0.501397,1.984547
0.648045,0.501397,1.983745
0.652235,0.501397,1.982929
0.656425,0.501397,1.982098
0.660615,0.501397,1.981255
0.664804,0.501397,1.980398
0.668994,0.501397,1.979529
0.673184,0.501397,1.978648
0.677374,0.501397,1.977754
0.681564,0.501397,1.976849
