label,a,zeta,n_star,risk_star
operational degraded,0.4166666666666667,0.0033312947879346735,56.071699382054554,0.18679135990207824
operational degraded,0.4166666666666667,0.003409285069746811,55.163196451973555,0.18806706206322377
operational degraded,0.4166666666666667,0.0034891012134067737,54.2694135603979,0.18935147670445837
operational degraded,0.4166666666666667,0.003570785964900463,53.39011220558327,0.19064466332815772
operational degraded,0.4166666666666667,0.0036543830709572546,52.52505775011497,0.19194668184307234
operational degraded,0.4166666666666667,0.0037399373024787977,51.6740193582961,0.19325759256710315
operational degraded,0.4166666666666667,0.003827494478516311,50.83676993455027,0.19457745623009523
operational degraded,0.4166666666666667,0.0039171014908092605,50.013086062822005,0.19590633397665197
operational degraded,0.4166666666666667,0.004008806328898464,49.20274794695943,0.19724428736896693
operational degraded,0.4166666666666667,0.00410265810582719,48.405539352062526,0.1985913783896764
operational degraded,0.4166666666666667,0.00419870708444391,47.621247546781944,0.19994766944473055
operational degraded,0.4166666666666667,0.00429700470432084,46.84966324655275,0.20131322336628438
operational degraded,0.4166666666666667,0.004397603609302721,46.09058055774762,0.2026881034156088
operational degraded,0.4166666666666667,0.004500557675700498,45.34379692273531,0.20407237328602107
operational degraded,0.4166666666666667,0.004605922041145104,44.609113065828936,0.2054660971058356
operational degraded,0.4166666666666667,0.004713753134116724,43.88633294011025,0.2068693394413348
operational degraded,0.4166666666666667,0.004824108704165369,43.175263675115566,0.20828216529975993
operational degraded,0.4166666666666667,0.004937047852839003,42.47571552536897,0.20970464013232326
operational degraded,0.4166666666666667,0.00505263106533568,41.787501819749856,0.21113682983723944
operational degraded,0.4166666666666667,0.0051709202428967555,41.11043891168044,0.21257880076277894
operational degraded,0.4166666666666667,0.005291978735958442,40.444346130120614,0.21403061971034146
operational degraded,0.4166666666666667,0.0054158713780794706,39.78904573135681,0.21549235393755056
operational degraded,0.4166666666666667,0.005542664520663107,39.144362851571735,0.21696407116136965
operational degraded,0.4166666666666667,0.005672426068491977,38.51012546018302,0.2184458395612388
operational degraded,0.4166666666666667,0.005805225516094896,37.886164313937456,0.21993772778223367
operational degraded,0.4166666666666667,0.0059411339849650335,37.27231291174936,0.22143980493824522
operational degraded,0.4166666666666667,0.006080224261649427,36.668407450270536,0.2229521406151816
operational degraded,0.4166666666666667,0.006222570836730231,36.074286780180124,0.2244748048741918
