phase,start,stop,drift,oracle_window,oracle_mae,cube_mae,cube_mean_n_star,fixed_mae,fixed_long_mae,ewma_mae,adwin_mae,adwin_mean_width
0,0,3000,0.001,150,0.0865,0.0988,125.25,0.0879,0.2226,0.1337,0.1787,331.84
