experiment,run_id,seed,notes,config,runtime
online_adaptation,e9e32e7a3fcb,,"Online adaptation sweep with summary, phase, and timeline exports.","{'profiles': ('default', 'rough'), 'seeds': (0, 1), 'observation_scales': (1.0,), 'aggregated_histories': (160,), 'validation_tails': (160,), 'max_window_index_jumps': (1,), 'timeline_stride': 32}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
