lag_count,n,H,zeta,sigma0,lag_energy,information_scale,true_n_star,mean_H_hat,bias_H,rmse_H,coverage_H,mean_interval_width_H,mean_zeta_hat,bias_zeta,rmse_zeta,mean_n_star_hat,bias_n_star,rmse_n_star,coverage_n_star,mean_interval_width_n_star,mean_residual_slope,mean_durbin_watson,mean_curvature_p_value,mean_periodogram_peak_frequency,mean_periodogram_peak_power,mean_tail_kl_residual,max_tail_kl_residual,mean_tail_kl_standardized_residual,max_tail_kl_standardized_residual,mean_tail_kl_variance,max_tail_kl_variance,mean_tail_kl_log_observed,max_tail_kl_log_observed,variance_trend_slope,variance_trend_p_value,cusum_squared,mean_levene_p_value,min_levene_p_value,mean_fligner_p_value,min_fligner_p_value
100,200,0.6,1.0,0.5,11543.456319615185,2308691.263923037,0.8472606743008114,0.5997600910498467,-0.00023990895015325587,0.0007183084741659687,0.7,0.002097942264112307,1.0010006880652755,0.0010006880652754346,0.0030976549056210235,0.8467719293488264,-0.0004887449519850983,0.0015590525507527544,0.7,0.004448958294130922,3.8201469202095765e-05,1.7072285646043912,0.2808830717315109,0.193,0.01544308251244581,0.093666876100827,0.23800229759006802,0.10436322360634712,0.1545970234446007,0.060902560964826956,0.4875344074575235,0.620910932113933,1.0668928882188875,-1.5164656096703,0.00016254663810572086,1.590708590726252,0.2352245607057631,0.00011504159296494571,0.2151210171156567,0.0004810282339867126
