experiment,run_id,seed,notes,config,runtime
sinkhorn_embedded_closure,23ca7c8bea01,20260524,"Calibrated embedded Sinkhorn closure diagnostics on a discrete k=2 support grid: S^2 self-coupling stability, exact-target null remainder slopes, finite-support empirical-process proxy, and support-growth quadratic cost-to-l2 diagnostics.","{'pairs': ((8, 2), (12, 2)), 'epsilons': (0.1, 0.2, 0.3, 0.5), 'self_sample_sizes': (24, 48, 96, 160), 'remainder_sample_sizes': (24, 48, 96, 160), 'influence_sample_sizes': (24, 48, 96, 160), 'span': 0.25, 'grid_radius': 0.125, 'support_model': 'calibrated-2d-grid'}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
