experiment,run_id,seed,notes,config,runtime
elec2_real,8babc637b663,,Real-stream diagnostic with dataset fingerprint metadata and robustness sweep support.,"{'variables': ('nswprice', 'nswdemand'), 'anchor_sizes': (24, 48, 96), 'start_indices': (0, 8000, 16000), 'max_samples': 4000, 'step': 24}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
