experiment,run_id,seed,notes,config,runtime
sinkhorn_support_growth_hessian,f9be12ecd39a,,Numerical Hessian-curvature probe for the null Sinkhorn map on the calibrated support-growth grid.,"{'pairs': ((8, 2), (12, 2)), 'epsilons': (0.1, 0.2, 0.3, 0.5), 'sample_sizes': (24, 48, 96), 'span': 0.25, 'grid_radius': 0.125, 'step_fraction': 0.25, 'support_model': 'calibrated-2d-support-growth-grid'}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
