experiment,run_id,seed,notes,config,runtime
sinkhorn_frontier_summary,1d43c5feee72,,"Combined Sinkhorn frontier, theorem-band, and self-coupling summary.","{'pairs': ((8, 1), (8, 2), (12, 1), (12, 2))}","{'python_version': '3.14.3', 'platform': 'macOS-26.3.1-arm64-arm-64bit-Mach-O', 'numpy_version': '2.4.4', 'scipy_version': '1.17.1', 'matplotlib_version': '3.10.9', 'river_version': '0.24.2', 'package_version': '0.1.0'}"
